Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Revision Date,Revision Reason,Comment,Project ID,Area of Change,Timeframe of Investment,(Legacy) Total Cost,(Legacy) Planned Completion Date,Updated Date,Updated Time,Baseline ID
"006-000803400","930","006","Department of Commerce","USPTO Trademark Next Generation (TM NG)","06/12/2013","Correction","Changed the PM level of experience description for FY 11 TMNG Separation and Virtualization to match the internal Enterprise Program Management System.","964,971,2896,2898,2901,5053,5055,6545","Projects, Activities","2010-2014","","","06/27/2013","12:30:40","13800"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","08/29/2010","Rebaseline - other","New initiative, initial, preliminary design baseline.","","","","144.635","2014-09-30","10/29/2010","11:30:30","2171"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","11/18/2011","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Funding delayed due to continuing resolution.","974,975,976,977","Projects","2012-2014","","","12/27/2011","12:18:37","7226"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","01/26/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","This replan provides for a modified spending plan caused by a reduction in funding.","974,975,976,977","Projects, Activities","2012-2014","","","01/27/2012","11:30:48","7328"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","09/12/2012","Replan - adding or modifying detail within the overall cost and schedule goals","Added projects for FY 2013 and FY 2014.","","","2012-2014","","","09/13/2012","17:26:02","9853"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","09/12/2012","Replan - adding or modifying detail within the overall cost and schedule goals","Added projects for FY 2013 and FY 2014.","974,975,976,977","Projects, Activities","2012-2014","","","09/13/2012","17:26:10","9855"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","09/14/2012","Replan - adding or modifying detail within the overall cost and schedule goals","Provides detailed milestones for FY 2013 but not yet for 2014.","974,975,976,977","Projects, Activities","2012-2014","","","10/31/2012","15:48:51","11071"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","07/29/2013","Correction","Project Enumeration: System Reuse was missing from the B1 table in error.  Project has been added and aligned with existing activities in the B2 Table (pending BCR).Added closing punctuation to the Objective/Outcomes column for project, Virtual LCO to LCO Test Bed.","7504,7505,975,976,977","Projects, Activities","2012-2014","","","07/30/2013","10:53:33","13950"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","08/13/2013","Correction","Project Enumeration: System Reuse, was missing from the B1 table in error.  Project has been added, synced and aligned with existing activities in the B2 Table.","7527,974,975,7505","Projects, Activities","2012-2014","","","08/16/2013","13:25:31","14012"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","09/09/2010","Rebaseline - other","Not a rebaseline.","","","","971.505213","2015-09-30","10/29/2010","12:40:50","2180"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","08/18/2010","Rebaseline - other","Prior to the BY 2012 submission, this investment was part of the DOC Consolidated IT Infrastructure. This establishes the updated cost/schedule for the Census Bureau Infrastructure Ex 300.","","","","975.420864","2015-09-30","12/28/2010","14:05:48","2562"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","01/25/2011","Rebaseline - other","No changes made to performance metrics or milestones.  This is an unknown rebaseline error made when submitting to the OMB Dashboard.","","","","975.420864","2015-09-30","01/25/2011","15:21:14","2649"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","02/17/2011","Rebaseline - other","No changes were made to the performance metrics.  This is an unknown rebaseline error made when submitting to the OMB Dashboard.","","","","975.420864","2015-09-30","02/17/2011","14:01:27","2856"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","02/14/2011","Rebaseline - other","Performance Metrices:  no rebaseline occurred.  Response is to clase a know false Error message from the Dashboard","","","","923.379985","2015-09-30","03/31/2011","11:06:58","3873"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","02/14/2011","Rebaseline - other","Performance Metrices:  no rebaseline occurred.  Response is to clase a know false Error message from the Dashboard","","","","923.379985","2015-09-30","03/31/2011","11:06:58","3874"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","02/14/2011","Rebaseline - other","Performance Metrices:  no rebaseline occurred.  Response is to clase a know false Error message from the Dashboard","","","","923.379985","2015-09-30","03/31/2011","11:06:58","3875"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","02/14/2011","Rebaseline - other","Performance Metrices:  no rebaseline occurred.  Response is to clase a know false Error message from the Dashboard","","","","923.379985","2015-09-30","03/31/2011","11:13:18","3876"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","02/24/2012","Correction","Changed reporting frequency for Workforce training performance measure from Semi-Annual to Quarterly to be more transparent in our reporting to DOC and OMB.","","Metrics","","","","02/27/2012","13:38:04","7521"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","08/15/2012","Correction","Updated actual dates and costs to reflect correct data.","995,996,997,998,999,1000,1001,1002,1003,1004,1005,1006,1007","Projects, Activities","","","","08/20/2012","16:53:16","8979"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","09/10/2012","Replan - adding or modifying detail within the overall cost and schedule goals","Adding milestones for FY 13 and 14.","4201,995,996,997,998,999,1000,1001,1002,1003,1004,1005,1006,1007","Projects, Activities, Metrics","2004-2015","","","09/13/2012","14:20:15","9695"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","10/17/2012","Correction - Metrics Only","Updated for September Metrics Actuals.","","","2004-2015","","","10/31/2012","16:10:19","11087"
"006-000401700","933","006","Department of Commerce","Census IT Infrastructure","12/17/2012","Rebaseline - scope and objectives evolve due to incremental or iterative system development","Projects Table (B1)Blades: Project Completion Date changed from 04/12/2013 to 09/30/2013. Third phase added to the project.Census Data Centers Network Upgrade:  Project Completion Date changed from 03/15/2013 to 03/28/2013. Projected closeout date has been extended.Deploy the Data Management System:  New Project added.Operational Performance Table (C1a)Workforce Training metric:  Changed metric reporting frequency from quarterly to semi-annual. The change was made because mandated class completion requirements are based on a yearly timetable. Semi-annual reports would more accurately reflect the Workforce Training compliance since most classes are completed during the middle and end of the fiscal year.","995,997,1002,1003,1004,1005,4201","Projects, Activities, Metrics","2004-2015","","","12/27/2012","13:26:44","11771"
