Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,Investment URL Attribute A,Investment URL Attribute B,Investment URL Attribute C,Investment URL Attribute D,Investment URL Attribute E,Updated Date,Updated Time
"014-000000039","1130","014","Department of State","3539","","No","http://vci.t.state.sbu/sites/vo","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3541","","No","http://wci.s.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3543","","No","http://wha.p.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3545","","No","http://wha.p.state.sbu/sites/belmopan","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3547","","No","http://wha.p.state.sbu/sites/bogota","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3549","","No","http://wha.p.state.sbu/sites/brasilia","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3551","","No","http://wha.p.state.sbu/sites/bridgetown","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3553","","No","http://wha.p.state.sbu/sites/buenosaires","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3555","","No","http://wha.p.state.sbu/sites/caracas","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3557","","No","http://wha.p.state.sbu/sites/curacao","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3559","","No","http://wha.p.state.sbu/sites/ex","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3561","","No","http://wha.p.state.sbu/sites/georgetown","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3563","","No","http://wha.p.state.sbu/sites/guatemala","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3565","","No","http://wha.p.state.sbu/sites/guayaquil","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3567","","No","http://wha.p.state.sbu/sites/havana","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3569","","No","http://wha.p.state.sbu/sites/hermosillo","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3571","","No","http://wha.p.state.sbu/sites/kingston","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3573","","No","http://wha.p.state.sbu/sites/lapaz","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3575","","No","http://wha.p.state.sbu/sites/Lima","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3577","","No","http://wha.p.state.sbu/sites/Managua","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3579","","No","http://wha.p.state.sbu/sites/matamoros","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3581","","No","http://wha.p.state.sbu/sites/Monterrey","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3583","","No","http://wha.p.state.sbu/sites/Montevideo","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3585","","No","http://wha.p.state.sbu/sites/nassau","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3587","","No","http://wha.p.state.sbu/sites/Nogales","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3589","","No","http://wha.p.state.sbu/sites/ottawa","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3591","","No","http://wha.p.state.sbu/sites/Panama","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3593","","No","http://wha.p.state.sbu/sites/paraguay","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3595","","No","http://wha.p.state.sbu/sites/paramaribo","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3597","","No","http://wha.p.state.sbu/sites/pda","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3599","","No","http://wha.p.state.sbu/sites/portauprince","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3601","","No","http://wha.p.state.sbu/sites/portofspain","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3603","","No","http://wha.p.state.sbu/sites/quito","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3605","","No","http://wha.p.state.sbu/sites/recife","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3607","","No","http://wha.p.state.sbu/sites/riodejaneiro","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3609","","No","http://wha.p.state.sbu/sites/SanJose","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3611","","No","http://wha.p.state.sbu/sites/sansalvador","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3613","","No","http://wha.p.state.sbu/sites/santiago","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3615","","No","http://wha.p.state.sbu/sites/santodomingo","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3617","","No","http://wha.p.state.sbu/sites/saopaulo","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3619","","No","http://wha.p.state.sbu/sites/tegucigalpa","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3621","","No","https://intranet.ds.state.sbu","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3623","","No","https://intranet.ds.state.sbu/sites/Applications","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3625","","No","https://intranet.ds.state.sbu/sites/ATA","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3627","","No","https://intranet.ds.state.sbu/sites/backup","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3629","","No","https://intranet.ds.state.sbu/sites/c","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3631","","No","https://intranet.ds.state.sbu/sites/CC","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3633","","No","https://intranet.ds.state.sbu/sites/cfo","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3635","","No","https://intranet.ds.state.sbu/sites/CS","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3637","","No","https://intranet.ds.state.sbu/sites/cto","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3639","","No","https://intranet.ds.state.sbu/sites/dcs","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3641","","No","https://intranet.ds.state.sbu/sites/dfp","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3643","","No","https://intranet.ds.state.sbu/sites/do","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3645","","No","https://intranet.ds.state.sbu/sites/DP","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3647","","No","https://intranet.ds.state.sbu/sites/DSC","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3649","","No","https://intranet.ds.state.sbu/sites/dsnet","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3651","","No","https://intranet.ds.state.sbu/sites/dss","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3653","","No","https://intranet.ds.state.sbu/sites/dssource","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3655","","No","https://intranet.ds.state.sbu/sites/EX","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3657","","No","https://intranet.ds.state.sbu/sites/EXTEMP","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3659","","No","https://intranet.ds.state.sbu/sites/FLD","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3661","","No","https://intranet.ds.state.sbu/sites/ICI","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3663","","No","https://intranet.ds.state.sbu/sites/ip","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3665","","No","https://intranet.ds.state.sbu/sites/IS","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3667","","No","https://intranet.ds.state.sbu/sites/ITA","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3669","","No","https://intranet.ds.state.sbu/sites/KnowCtr","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3671","","No","https://intranet.ds.state.sbu/sites/mgt","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3673","","No","https://intranet.ds.state.sbu/sites/MSD","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3675","","No","https://intranet.ds.state.sbu/sites/ofm","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3677","","No","https://intranet.ds.state.sbu/sites/OPO","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3679","","No","https://intranet.ds.state.sbu/sites/osac","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3681","","No","https://intranet.ds.state.sbu/sites/P","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3683","","No","https://intranet.ds.state.sbu/sites/PA","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3685","","No","https://intranet.ds.state.sbu/sites/psp","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3687","","No","https://intranet.ds.state.sbu/sites/pss","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3689","","No","https://intranet.ds.state.sbu/sites/RD","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3691","","No","https://intranet.ds.state.sbu/sites/RS","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3693","","No","https://intranet.ds.state.sbu/sites/RSO","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3695","","No","https://intranet.ds.state.sbu/sites/SECD","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3697","","No","https://intranet.ds.state.sbu/sites/si","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3699","","No","https://intranet.ds.state.sbu/sites/SLTD","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3701","","No","https://intranet.ds.state.sbu/sites/SPC","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3703","","No","https://intranet.ds.state.sbu/sites/t","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3705","","No","https://intranet.ds.state.sbu/sites/tia","no","no","no","no","yes","09/17/2012","14:28:48"
"014-000000039","1130","014","Department of State","3707","","No","https://intranet.ds.state.sbu/sites/tps","no","no","no","no","yes","09/17/2012","14:28:48"
