Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0706","4695","","FY13 Electronic Case Processing","Electronic Case Processing provides Development and implementation of ODAR Decisional Integration Tool Electronic Bench Book (eBB) and the Disability Determination tool, Electronic Case Analysis Tool (eCAT).  This project aims to provide a disability determination as early as possible.","2012-10-01","2013-09-30","6.751090","0","0.00","Green","0.901483","13.55","Yellow","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0707","4697","","FY13 CAL/QDD","Provide for additional CAL conditons as well as QDD Predictive Model changes and MI enhancements.","2012-10-01","2013-09-30","1.508440","0","0.00","Green","0.190568","16.21","Yellow","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0708","4699","","FY13 HIT","Health IT is the ability to request and receive structured and unstructured medical information electronically through the Nationwide Health Information Network. Results in more complete medical records gathered quickly and accurately, improves the speed and quality of our disability process, results in lower disability backlog.","2012-10-01","2013-09-30","2.703000","31","8.52","Green","-0.057126","-2.11","Green","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0709","4701","","FY13 NVF","NVF will be a searchable repository of providers accessible by all disability related systems.","2012-10-01","2013-09-30","6.678030","0","0.00","Green","-0.280384","-4.20","Green","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0710","4703","","FY13 UniForms","Elicit requirements and implement solutions for replacing Client/Server and Form Selector eForms legacy systems. Implementing these solutions will enable the retirement of both Form Selector and Client/Server eForms systems once all of the integrating applications have released with UniForms, the Stand-alone Portal is in Production with all eForms.","2012-10-01","2013-09-30","4.557000","0","0.00","Green","-0.205062","-4.50","Green","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0711","4705","","FY13 CTR Registration","Before a contractor can select services they must be registered and authenticated by SSA.  Access to calendars and eFolder is essential for the automated scheduling application and eFolder access development.  Without a registration process these two new functions cannot move forward.","2012-10-01","2013-09-30","0.278300","4","2.86","Green","0.136648","49.10","Red","2013-03-29","12:30:40"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0712","4707","","FY13 Disability Control File","DCF is the master repository containing the permanent adjudication history for all SSA's Title II (Retirement, Survivors, Disability Insurance) and Title XVI (Supplemental Security Income) programs' disability claims, including denied, terminated and active claims.","2012-10-01","2013-09-30","2.937000","0","0.00","Green","0.264484","9.01","Green","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0713","4709","","FY13 eView Enhancements","eView is an application that enables users involved in case processing to view and/or print the disability information contained in the Electronic Folder.  This information includes case information (e.g., case type, level and filing dates); claimant information (e.g., name, address, phone numbers, date of birth, etc.); disability information (alleged onset, allegations, etc.); disability related forms (e.g., SSA-3368/SSA-3820, SSA-3369, SSA-3367, SSA-827) and medical evidence.","2012-10-01","2013-09-30","1.482000","0","0.00","Green","-0.221547","-14.96","Yellow","2013-08-26","10:28:41"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0801","4711","","FY14 Electronic Authorization (eAuthorization)","This project provides an electronic authorization process to replace the current paper process that requires a wet signature---builds functionality to create and display an electronic signature on the SSA-827 and automatically upload it into the EF.","2013-10-01","2014-09-30","3.834000","0","0.00","Green","0.000000","0.00","Green","2012-09-13","18:52:10"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0802","4713","","FY14 Auto Scheduling (ASA)","Allows hearing offices to schedule hearings electronically with business partners including claimant representatives and experts. Provides a registration process for a company (MEs, VEs, VHRs) that allows the company to affiliate credentialed individuals with their company and then approves that individual to perform services with SSA.","2013-10-01","2014-09-30","2.123000","0","0.00","Green","0.000000","0.00","Green","2012-09-13","18:52:10"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0803","4715","","FY14 CPMS","ODAR Hearing Offices use the Case Processing Management System (CPMS) to manage and track workloads, assign temporary work, and correct a closed CPMS record.  ODAR wants to update the system to reflect any regulation and policy changes (such as  pending reg on prisoner cases &amp; on video hearing, etc.) and to enable improved HO workload mgmt.","2013-10-01","2014-09-30","1.902000","0","0.00","Green","0.000000","0.00","Green","2012-09-13","18:52:10"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0804","4717","","FY14 Disability Quality Reviews","The transition from DICARS to DQR will allow OQP to perform review of the T2 and T16 disability programs in a seamless processing environment.","2013-10-01","2014-09-30","3.031000","0","0.00","Green","0.000000","0.00","Green","2012-09-13","18:52:10"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0805","4719","","FY14 Electronic Case Processing","Electronic Case Processing provides Development and implementation of ODAR Decisional Integration Tool Electronic Bench Book (eBB) and the Disability Determination tool, Electronic Case Analysis Tool (eCAT).  This project aims to provide a disability determination as early as possible.","2013-10-01","2014-09-30","5.768000","0","0.00","Green","0.000000","0.00","Green","2012-09-13","18:52:10"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","IDIB0806","4721","","FY14 CAL/QDD","Provide for additional CAL conditons as well as QDD Predictive Model changes and MI enhancements.","2013-10-01","2014-09-30","1.012000","0","0.00","Green","0.000000","0.00","Green","2012-09-13","18:52:10"
