Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,Performance Measurement Category Mapping,Target 2014,Target 2015,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Is Closed?,Metric Updated Date,Metric Updated Time
"020-000010126","401","020","Environmental Protection Agency","FinRS - Financial Replacement System","1413","","Ensure system complies with Audit Guidelines.","percentage","3 - Financial Performance","100.000000","100.000000","Over target","Annual","B10-803-124","145981","","100.000000","","","2015-02-28","no","08/03/2015","09:15:03"
"020-000010126","401","020","Environmental Protection Agency","FinRS - Financial Replacement System","1414","","Maintain a positive customer satisfaction.","1&#61;dissatisfied, 5&#61;very satisfied","1 - Customer Satisfaction (Results)","3.000000","3.500000","Over target","Annual","B10-803-124","129969","","5.000000","","","2015-01-31","no","08/03/2015","09:15:03"
"020-000010126","401","020","Environmental Protection Agency","FinRS - Financial Replacement System","1415","","Ensure critical incidents or outages are communicated timely.","Percentage","2 - Strategic and Business Results","90.000000","90.000000","Over target","Monthly","B10-803-124","145999","","100.000000","","","2015-05-31","no","08/03/2015","09:15:03"
"020-000010126","401","020","Environmental Protection Agency","FinRS - Financial Replacement System","1416","","Ensure incidents are being resolved in a timely manner.","Business Days","2 - Strategic and Business Results","5.000000","5.000000","Under target","Monthly","B10-803-124","145991","","5.000000","","","2015-05-31","no","08/03/2015","09:15:03"
"020-000010126","401","020","Environmental Protection Agency","FinRS - Financial Replacement System","7539","","Time that the Batch Cycle is available","Percentage","1 - Customer Satisfaction (Results)","95.000000","95.000000","Over target","Monthly","B10-803-124","146007","","100.000000","","","2015-05-31","no","08/03/2015","09:15:03"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","2597","","Monitor regulatory programs by tracking the number of Total Maximum Daily Load limits stored in ICIS-NPDES to reduce pollutant loading from point sources.","Number","1 - Customer Satisfaction (Results)","3000.000000","","Over target","Semi-Annual","","54609","","10039.000000","Met","","2012-12-31","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","2598","","Increase the percentage of records and transactions processed by ICIS through increased capacity and greater speed to better allow the agency and customers to carry out enforcement and compliance program goals.","Percent","1 - Customer Satisfaction (Results)","10.000000","","Over target","Annual","P41-020-005","21561","","0.830000","","Actuals reported as of May 2012.","","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","2599","","Percent of ICIS ad-hoc report queries responded to in 5 minutes or less.","Percent","","90.000000","","Over target","Monthly","","34815","","99.000000","Met","","2012-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","2600","","Increase in the number of registered users both inputting and using compliance data to allow for increased focus of resources in compliance activities.","Number","","20.000000","","Over target","Monthly","","34819","","2921.000000","Met","","2012-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","2601","","Increase the number of Enforcement Actions, Permits and Inspections processed annually in ICIS to better manage the enforcement and compliance programs as additional state are migrated from PCS.","Number","","20000.000000","","Over target","Monthly","","34823","","253249.000000","Met","","2012-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","2602","","Increase the number of DMR submissions in ICIS-NPDES to better support the management of the NPDES program through the NetDMR application.","Number","","50000.000000","","Over target","Monthly","","34827","","837268.000000","Met","","2012-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","2603","","Improve the response time to customer inquiries and requests that received satisfactory response within the established 24 hours or less turn-around time as additional states are migrated from PCS.","Percent","","90.000000","","Over target","Monthly","","34831","","99.000000","Met","","2012-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","6691","","Monitor regulatory programs by tracking the number of Total Maximum Daily Load limits stored in ICIS-NPDES to reduce pollutant loading from point sources.","Number","","","","Over target","Semi-Annual","P41-020-005","","","","","Additional input from the agency is necessary","","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","6693","","Increase in the number of registered users both inputting and using compliance data to allow for increased focus of resources in compliance activities.","Number","","","","Over target","Monthly","P41-020-005","121123","","1884.000000","","","2013-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","6695","","Increase the percentage of records and transactions processed by ICIS through increased capacity and greater speed to better allow the agency and customers to carry out enforcement and compliance program goals.","Percent","","","","Over target","Semi-Annual","P41-020-005","121121","","67.000000","","Start Reporting Period: Oct 2011 - Sep 2012; End Reporting Period: Oct 2012 - Sep 2013. ","2013-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","6697","","Increase the number of Enforcement Actions, Permits and Inspections processed annually in ICIS to better manage the enforcement and compliance programs as additional state are migrated from PCS.","Number","","","","Over target","Monthly","P41-020-005","121125","","454245.000000","","","2013-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","6699","","Improve the response time to customer inquiries and requests that received satisfactory response within the established 24 hours or less turn-around time as additional states are migrated from PCS.","Percent","","","","Over target","Monthly","P41-020-005","121129","","99.000000","","","2013-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","6701","","Increase the number of DMR submissions in ICIS-NPDES to better support the management of the NPDES program through the NetDMR application.","Number","","","","Over target","Monthly","P41-020-005","121127","","3322042.000000","","","2013-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","9283","","Monitor regulatory programs by tracking the number of Total Maximum Daily Load limits stored in ICIS-NPDES to reduce pollutant loading from point sources.","Number","1 - Customer Satisfaction (Results)","3000.000000","0.000000","Over target","Semi-Annual","B06-306-023","114319","","19804.000000","","","2014-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","9285","","Increase the percentage of records and transactions processed by ICIS through increased capacity and greater speed to better allow the agency and customers to carry out enforcement and compliance program goals.","Percent","1 - Customer Satisfaction (Results)","60.000000","0.000000","Over target","Semi-Annual","B06-306-023","","","","","","","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","9287","","Increase in the number of registered users both inputting and using compliance data to allow for increased focus of resources in compliance activities.","Number","1 - Customer Satisfaction (Results)","20.000000","0.000000","Over target","Monthly","B06-306-023","114315","","2032.000000","","","2014-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","9289","","Increase the number of Enforcement Actions, Permits and Inspections processed annually in ICIS to better manage the enforcement and compliance programs as additional state are migrated from PCS.","Number","1 - Customer Satisfaction (Results)","20000.000000","0.000000","Over target","Monthly","B06-306-023","114317","","277865.000000","","","2014-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","9291","","Increase the number of DMR submissions in ICIS-NPDES to better support the management of the NPDES program through the NetDMR application.","Number","1 - Customer Satisfaction (Results)","50000.000000","0.000000","Over target","Monthly","B06-306-023","114321","","4090556.000000","","","2014-09-30","yes","08/03/2015","09:15:04"
"020-000015010","402","020","Environmental Protection Agency","ICIS - Integrated Compliance Information System","9293","","Improve the response time to customer inquiries and requests that received satisfactory response within the established 24 hours or less turn-around time as additional states are migrated from PCS.","Percent","1 - Customer Satisfaction (Results)","90.000000","0.000000","Over target","Monthly","B06-306-023","114323","","99.000000","","","2014-09-30","yes","08/03/2015","09:15:04"
