Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Rebaseline Date,Rebaseline Option,Comment,Project ID,Area of Change,Total Planned Cost of all Activities,Lifecycle Costs (SoF),Timeframe of Investment,(Legacy) Total Cost,(Legacy) Planned Completion Date,Updated Date,Updated Time,Baseline ID
"029-555555108","484","029","Department of Veterans Affairs","Medical 21st Century Development Core","10/14/2011","Correction","Due to oversight or submission error, the investment submission omitted some projects that were approved for execution in FY2012, and/or includes additional activities since the project has progressed thru the planning process as defined and approved as a part of the Project Management Accountability System under which development projects are managed, or includes updated metric information.","2227,2230,2231,2232,2233,2234,2239","Projects, Activities","","","2009-2020","","","11/30/2011","21:50:16","7166"
"029-555555108","484","029","Department of Veterans Affairs","Medical 21st Century Development Core","10/14/2011","Correction","Due to oversight or submission error, the investment submission omitted some projects that were approved for execution in FY2012, and/or includes additional activities since the project has progressed thru the planning process as defined and approved as a part of the Project Management Accountability System under which development projects are managed, or includes updated metric information.","2227,2228,2805,2229,2234,2238","Projects, Activities","","","2009-2020","","","12/20/2011","09:09:04","7196"
"029-555555108","484","029","Department of Veterans Affairs","Medical 21st Century Development Core","02/14/2012","Correction","Updated activity details for Point of Care Research (POC-R), SPS Scope Action Plan (ISO-9001)- PRISM iQMS and Surgery Quality and Workflow Manager (SQWM).","2226,2227,2229,2231,2233,2234,2235,2237,2238","Projects, Activities, Metrics","","","2009-2020","","","02/28/2012","16:14:26","7598"
"029-555555108","484","029","Department of Veterans Affairs","Medical 21st Century Development Core","03/09/2012","Correction","Updated activity details for Surgery Quality and Workflow Manager (SQWM).","2226,2227,2229","Projects, Activities, Metrics","","","2009-2020","","","03/19/2012","11:42:07","7729"
"029-555555108","484","029","Department of Veterans Affairs","Medical 21st Century Development Core","04/09/2012","Correction","Adding New Project Enterprise Mobile Application. Updated activity details for Non-VA Care - Claims Processing, Primary Care Management Module (PCMM) Rehost_Reengineering and Surgery Quality and Workflow Manager (SQWM).","3071,2226,2227,2228,2230,2231,2232,2233,2234,2236,2239","Projects, Activities","","","2009-2020","","","04/17/2012","14:53:17","7993"
"029-555555108","484","029","Department of Veterans Affairs","Medical 21st Century Development Core","05/08/2012","Correction","Updated project and activity details for Patient Advocacy Database, Real Time Location System (RTLS) National Middleware Data Repository (NMDR), Surgery Quality and Workflow Manager (SQWM), and Veterans Benefit Handbook.","2227,2228,2805,2230,2231,2233,2234","Projects, Activities","","","2009-2020","","","05/21/2012","17:08:41","8197"
"029-555555108","484","029","Department of Veterans Affairs","Medical 21st Century Development Core","06/08/2012","Correction","Updated Activity Details for Emergency Department Integration Software (EDIS) - Version 2, SPS Scope Action Plan (ISO-9001)- PRISM  iQMS, Veterans Benefit Handbook, and Veterans Transportation Service (VTS).","2226,2227,2231,2234,2236,2238,2239","Projects, Activities","","","2009-2020","","","06/21/2012","13:40:04","8435"
"029-555555222","485","029","Department of Veterans Affairs","Medical 21st Century Laboratory","02/15/2011","Rebaseline - change in funding strategy","Due to directed decreases in FY09, FY10, FY11 and FY12, scope changed with change in funding strategy. Also milestones that previously covered several fiscal years have been changed to cover only single FYs.","","","","","","337.635000","2016-09-30","02/15/2011","15:00:53","2802"
"029-555555222","485","029","Department of Veterans Affairs","Medical 21st Century Laboratory","02/21/2011","Rebaseline - other","Due to directed decreases in FY09, FY10, FY11 and FY12, scope changed with change in funding strategy. Also milestones that previously covered several fiscal years have been changed to cover only single FYs.02-26 - rebaseline to correct performance metric name error","","","","","","337.635000","2016-09-30","02/26/2011","11:10:38","3503"
"029-555555222","485","029","Department of Veterans Affairs","Medical 21st Century Laboratory","10/14/2011","Correction","Due to oversight or submission error, the investment submission omitted some projects that were approved for execution in FY2012, and/or includes additional activities since the project has progressed thru the planning process as defined and approved as a part of the Project Management Accountability System under which development projects are managed, or includes updated metric information.","","Metrics","9.869000","","2004-2020","","","10/31/2011","15:44:09","7004"
"029-555555222","485","029","Department of Veterans Affairs","Medical 21st Century Laboratory","10/14/2011","Correction","Due to oversight or submission error, the investment submission omitted some projects that were approved for execution in FY2012, and/or includes additional activities since the project has progressed thru the planning process as defined and approved as a part of the Project Management Accountability System under which development projects are managed, or includes updated metric information.","","","9.869000","","2004-2020","","","11/08/2011","17:33:08","7064"
"029-555555222","485","029","Department of Veterans Affairs","Medical 21st Century Laboratory","10/14/2011","Correction","Due to oversight or submission error, the investment submission omitted some projects that were approved for execution in FY2012, and/or includes additional activities since the project has progressed thru the planning process as defined and approved as a part of the Project Management Accountability System under which development projects are managed, or includes updated metric information.","2321","Projects, Metrics","9.869000","","2004-2020","","","01/19/2012","16:58:50","7284"
