"Unique Investment Identifier","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","PIID/Ref PIID","Planned Acquisitions","Updated Date","Updated Time"
005-000000018,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","AMS-Web-Based Supply Chain Management (WBSCM)",GSQ0016AJ0002,NO,09/21/2018,17:53:31
024-000007333,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","FEMA - Logistics Supply Chain Management System (LSCMS)",HSFE3015J0198|HSFE70-14-C-0101|HSFE7014C0101|HSFE40-17-C-0002|HSFE30-16-F-0234|HSFE70-16-F-0216|HSFE7014J0134|HSFE70-16-F-0216|HSFE30-16-C-0207|HSFE30-17-J-0259|HSFE30-17-C-0003|HSFE80-17-F-0018|HSFE30-17-J-0014|HSFE30-15-J-0332|HSFE40-17-F-0022|HSFE30-15-J-0004|HSFE30-15-P-0031,YES,11/30/2018,21:35:24
024-000007547,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","FEMA - Grants Management Modernization",HSFE60-16-F-0202|HSFE40-16-J-0200|HSFEHQ08J2009|HSFE3016F0232|HSFE4016F0245|HSFE7017J0061|70FA3018F00000693|70FA3018F00000521|70FA3018F00000435,YES,03/07/2019,04:30:16
024-000009102,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CIO - Homeland Security Information Network (HSIN)",HSHQDC-15-F-00009|HSHQDC-13-F00153|HSHQDC-13-J-00214|HSHQDC16J00359|HSHQDC15J00282|HSHQDC-17-F-00025,YES,11/30/2018,21:35:25
024-000009560,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CISA - Automated Biometric Identification System (IDENT)",HSHQDC16J00250|HSHQDC16J00051|HSHQDC17J00009|HSHQDC17J00002|HSHQDC17J00458|HSHQDC17J00387|HSHQDC17J00102|HSHQDC15J00496|70RNPP18FR0000003|70RNPP18FC0000010|70RNPP18FC0000011|70RNPP18FR0000069|70RNPP18FC0000018|70RNPP18FR0000018,YES,03/07/2019,04:30:15
024-000009561,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Arrival and Departure Information System (ADIS)",HSBP1014C00049|HSBP1016J00050|HSBP1017J00044|HSBP1016J00526,NO,02/11/2019,18:32:04
024-000009567,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CISA - Infrastructure Protection Gateway (IPG)",HSHQDC-16-J-00346,YES,04/01/2019,19:35:42
024-999994100,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","FEMA - Disaster Assistance Improvement Plan (DAIP)",HSFEHQ08J2009|HSFE8014J0006|HSFE3015J0008|HSFE3014J0277|HSFE3017F0035|HSFE3017F0039|70FA4018F00000038|70FA4018F00000038|HSFE3015D0002,YES,03/07/2019,04:30:09
025-000000072,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Enterprise Subsidies Management (eSM ) Program",DU100I-16-T-00011|DU100I-16-T-00021|DU203NO-12-A-07|DU100I-16-C-04,YES,09/21/2018,12:37:50
025-000000089,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","UNISYS Migration Program - Technology Modernization Fund",DU100I-17-T-00010|DU100I-17-T-00001,YES,03/08/2019,19:13:54
025-000004370,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Core Financial Services",DU100I13C05|DU100I13C15|DU100FR16C04|DU100I16C04|DU100I16T00010|DU100I16T00022|DU100I17C02|DU100I17T00001,YES,09/20/2018,14:33:03
025-000004400,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Unified HUD Enterprise Customer Relationship Management Support (CRM)",DU100I-16-C-02|DU100F-16-T-00007|DU100I14T00010,YES,09/20/2018,14:54:08
025-000004410,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Data Management Services",DU100F15T00001|DU100I14T00014|DU100I16C15,YES,09/20/2018,14:32:15
025-000004480,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Grants Management",DU100I17I01|86543D18E00002|HUDN00964750X,YES,09/20/2018,14:58:55
025-000004490,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Homeownership Finances",DU100I13T00001|DU100I14T00014|DU100I15T00012|DU100I16C02|DU100I167C08,YES,09/20/2018,14:57:26
025-000004570,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Mortgage Insurance Risk Management",DU100I12C03|DU100I14T00014|DU100I14T00008|COPC23268|DU100I13T00009|DU100I14T00022|DU100I17I05|DU100I13T00001|DU100I16C14|DU100I16C24|DU100I16T00005|DU100I16T00008|DU100I16C21|DU100I16C08|DU100I15T00014|DU100I15T00012,YES,09/20/2018,14:55:49
026-000000756,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","Advanced Multi-Mission Operation System (823153)",,NO,09/20/2018,15:08:26
026-000000846,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","Hubble Space Telescope Operations (315404)",NNG11FC20C|NAS5-26555,NO,09/20/2018,15:04:26
026-000001001,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","MSFC - HP - Payload Operations and Integration Center (POIC)",NNM17AA12C,YES,09/20/2018,14:50:30
026-000001102,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Financial Management System",NNX16MB01C|NNX15MD39Z,YES,09/20/2018,13:04:37
026-000001111,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","Deep Space Network (716A)",NNN05AA03C|NNN05AA02C,NO,09/20/2018,16:22:21
026-000001124,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)",80ARC018D0010,NO,09/20/2018,13:00:22
026-000001501,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Earth Observing System Data Information System (EOSDIS)",NNG15HZ39C|NNG13HQ05C|80GSFC18C0102|80GSFC18C0111|NNG14HZ19C|NNG15HZ38C|NNG17HX24T,YES,09/20/2018,13:04:56
026-000001502,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)",NNG13HQ01C|NNG15VN01C|NNG15HQ01C|NNG17HP01C|NNG11HP16A|80ARC018D0010|80GSFC17C0003,YES,09/20/2018,13:05:12
026-000005020,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","JSC CA Mission Control Center Systems (MCCS)","Contract #: 80JSC017C0006",YES,09/20/2018,15:04:09
026-000005030,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","JSC CA Training Systems",80JSC017C0006,YES,09/20/2018,15:03:54
027-000000010,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",OPM32-17-F-0073|OPM1416F0001|OPM1417G0021|OPMBPA42080002|OPM20160829,YES,09/20/2018,16:56:37
027-000000019,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","NBIB Legacy Capabilities",OPM1516C0001|OPM3211A0005|OPM3212A0013|OPM3212A0025|OPM3212A0032|OPM3212A0008|OPM3212A0013|OPM3212A0013|OPM3212A0024|OPM3212A0025|OPM3212A0013|OPM3212A0024|OPM3212A0025|OPM3212A0005|OPM3212A0013|OPM3212A0024|OPM3215A0014|OPM3212A0013|OPM3212A0024|OPM3212A0025|OPM3217C0010|OPM3216C0005|OPM3217F0172|OPM3217F0185|OPM3217P0131|24322618F0144|24322618F0106|24322618F0107|OPM3212A0013|OPM3216C0002|OPM3216F0151|OPM3217F0184|OPM3217F0184|24361818C0004|24322618F0148,YES,09/20/2018,17:36:40
027-000000049,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Retirement Benefits Services",24361818F0134|24361818F0101|OPM3217F0433|OPM3217F0003|OPM3217T0009|OPM3217F0033,YES,09/24/2018,09:07:02
027-000000191,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Trust Funds Modernization",OPM3215A0014|OPM1417C0001|0040366373,YES,09/20/2018,17:13:12
027-000000221,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","FEHB Datahub Modernization",,NO,09/24/2018,10:08:27
027-000000222,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Information Technology Infrastructure Modernization",,NO,09/21/2018,15:49:47
027-000000223,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Establish Enterprise Program Management Office (EPMO)",24361818F0134|24361818F0101|GS06F0685Z,YES,09/20/2018,17:43:03
027-999990119,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Learning Management Capabilities",OPM26-15-D-0001|OPM26-14-A-0022,YES,09/24/2018,10:37:09
027-999990129,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","USA Staffing and USA Hire","OPM32-14-A-0007|OPM26-14-A-0033|OPM26-14-A-0033|24361818A0007|24322618C0018|TBD-HRS IT PMO|OPM26-15-F-0092|OPM32-12-A-0018|OPM26-15-P-0080|243625-18-F-0135|243625-18-F-0137|243625-18-P-0035|243625-18-F-0132|243618-18-F-0137",YES,02/20/2019,22:02:01
027-999991200,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Human Resources Line of Business (HRLOB)",OPM3212A0007,YES,09/24/2018,09:24:40
027-999991218,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management",USAJOBS,"243226-18-F-0195|OPM3216-C-0002|243625-18-F-0124, 243625-18-F-0127|243625-18-F-0125, 243625-18-P-0075, 243625-18-F-0159, 243625-18-F-0207|243625-18-F-0141|243625-18-D-0192|243625-18-F-0132|243625-18-F-0146|243625-18-F-0158|243628-18-F-0161|243625-18-F-0169|243625-18-F-0173|243625-18-F-0174|243625-18-F-0191|243625-18-F-0209|243625-18-P-0053|243625-18-P-0063|243625-18-P-0065|243625-18-F-0142|243625-18-F-0155|243625-18-F-0164|243618-18-F-0137",YES,02/20/2019,22:02:01
027-999991219,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Enterprise Human Resources Data Warehouse",OPM32-17-F-0064|OPM32-17-F-0083|OPM32-18-F-####|24322618A0024,YES,09/20/2018,17:11:04
027-999991250,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Security Suitability and Credentialing Line of Business (SSCLoB)",OPM32-12-A-0007,YES,09/24/2018,10:42:32
028-000000045,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OHRS: Human Resources Line of Business (HR LOB)",7302010N1057|830201014|18-HRD-PRJ-SBA-30|9302010N1002|9302010N1001|GS-02F-0092T,YES,02/27/2019,17:50:38
028-000000048,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","GCBD: Certify.SBA.GOV",SBAHQ16C0028|IAA-003479748|73351018-C-0004|SBAHQ-17-C-0032,YES,10/31/2018,13:32:14
028-000000056,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OCIO: SBA.gov",SBAHQ16R0018|D16PX00380,YES,10/31/2018,13:31:21
028-000000065,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OED: Entrepreneurial Learning Initiative",73351018R0018,YES,09/21/2018,12:03:10
028-000000067,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OII:Office of Investment Information System",73351018C0034,YES,10/31/2018,13:27:47
028-000001004,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OCA: Capital Access Financial Systems (CAFS)","SBAHQ-16-A-0017, Call Order SBA003",YES,09/19/2018,20:13:49
028-000001005,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OCFO: Financial Systems",SBAHQ-16-A-017/SBA0006|SBAHQ-15-F-0139|SBAHQ-14-F-0075|73351018F0150|73351018F0183|SBAHQ-13-F-0045|SBAHQ-15-C-0003|SBAHQ-17-F-0111|SBAHQ-14-F-0071,YES,09/19/2018,20:16:48
028-000005001,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)",73351018F0153|D14PD00391|D15PC00041|D16PD01036|73351018F0117|SBAHQ17F0091|SBAHQ17F0074|SBAHQ17F0088|73351018F0144|73351018F1031|73351018F0068,YES,10/31/2018,13:28:51
028-000008007,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OII: Small Business Innovative Research (SBIR)","SBAHQ-16-D-0013 (Option Year 1)",YES,09/19/2018,20:07:35
029-555555300,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Access to Care",VA11817F10090005|VA11817F0002|VA11817C1898|VA11816F10060012|VA11816D1028|VA11816D1014|VA11810120034|VA118-13-D-1015|VA11817F1888|VA11816D1002|VA11816D1026,YES,09/13/2018,16:00:18
029-555555301,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Health Data & Information",VA11810030082|VA11817F10050005|VA11817F10150014|VA11810000052|VA118A17F0046|VA11817F1739|VA11816F10090004|VA11816F10280002|VA11817F10150014|VA11817F1970|VA11817F10150018|VA11817F10080013|VA11817F10080014|36C10B18N10190009|VA11817F10150018|36C10B18N10150028|36C10B18N10190013|36C10B18N10150028,YES,02/12/2019,16:10:47
029-555555302,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Health Management Platform",VA11817F10010004|VA11817F10020003|VA11817F10060016|VA11817F10090007|VA11816F10150013|VA11817F10060014|VA11817F2175|VA11817F1995|VA11817F2265|VA11817F1888|VA11816F1367|VA11810050053|VA11810060023|VA11810080076|VA11816F10150009|VA11816D1004|36C10B18N10060023|VA11817F10070007|VA11817F10280008|VA11817F2284|36C10B18N10260028|36C10B18N10150029|36C10A18F0280|VA11810010045|VA11816F10020001,YES,02/12/2019,16:10:47
029-555555303,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Health Research",36C10B18N10070008|36C10B18N10150032,YES,02/12/2019,16:25:39
029-555555305,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Electronic Health Record Modernization",36C10B18D5000,NO,09/13/2018,16:21:24
029-666666400,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Benefits Appeals",VA11816F10050003|VA11816F1310|VA11817F10050011|VA11816F10020005|VA11817F10060018|VA11817F2284|VA11816f10150001|36c10b18n10080021|va11817f10070005,YES,02/12/2019,15:48:14
029-666666401,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Benefits Payment",VA11817F10150015|VA11817F10030010|VA11816F10040001|VA11816F10150001|VA11817F10060018|36C10B18F2576|36C10B18N10240004|va11817f10070005|36c10b18c2637|va11817f10260009|va11817f10140022,YES,02/12/2019,15:48:14
029-666666402,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Veterans Benefits Management",VA118A17F0318|VA118A17F0363|VA118A17F0127|VA11810070039|VA11817F10140012|VA11817F2059|VA11816F10020005|VA11817F10260009|VA11817F1993|VA11817F10070005|36C10B18N10240003|36C10B18F2727|VA11817F10060018|36C10B18F2763|36C10B18F2686|36C10B18F2743|36C10A18F0131|36C10A18F0117|36C10B18Q2748|36C10A18F0186|36C10A18P0128|36C10A18F0113|VA11817F2284|36C10B18F2904|36C10B19F0041|36C10A19F0079,YES,02/12/2019,16:25:40
029-666666404,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Customer Relationship Management",36C10A18F0090|36C10B18F2580|36C10B18F2619|36C10B18F2622|36C10B18F2756|36C10B18N10150027|36C10B18N10160008|VA11810000053|VA11810080070|VA11810080076|VA11810080081|VA11816C1000|VA11816F0797|VA11816F10020002|VA11816F10020005|VA11816F10040005|VA11816F1310|VA11816F1545|VA11817F10010005|VA11817F10060018|VA11817F10070005|VA11817F10070007|VA11817F10140022|VA11817F10250007|VA11817F10280006|VA11817F10280008|VA11817F1744|VA11817F1767|VA11817F1888|VA11817F2480,YES,09/19/2018,11:14:54
029-666666700,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Memorials Automation",VA11816F10140016|36C10A18P0228|VA11817F2475|36C10B18F2622|VA11817F10070005|36C10B18F3015|VA11817F1888|VA11817F10060018|36C10B18F2865,YES,02/12/2019,16:25:40
029-777777501,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Financial Management",36C10B18N10210006|VA11817F2502|VA11817F2475|36C10B18F0352|VA11817F1888|36C10B18F2604|VA11816C0841|36C10B18F0278|VA11816F10150003|36C10B18F2702|36C10B19F0026,YES,02/12/2019,16:10:47
029-777777502,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Supply Chain Management",36C10B19N0001|VA11817F10050010,YES,02/12/2019,16:25:40
029-888888601,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Enterprise Data Services",36C10A18F0120|36C10A18F0136|36C10A18F0189|36C10A18F0227|36C10A18F0278|36C10A18F0298|36C10A18F0346|36C10A18F0406|36C10A18F0410|36C10A18F0417|36C10A18F0439|36C10A18F0516|36C10A19F0068|36C10B18C2763|36C10B18F2602|36C10B18F2617|36C10B18F2619|36C10B18F2622|36C10B18F2674|36C10B18F2711|36C10B18F2728|36C10B18F2747|36C10B18F2758|36C10B18F2776|36C10B18F2813|36C10B18F2869|36C10B18F2879|36C10B18F2903|36C10B18F2910|36C10B18F2916|36C10B18F2978|36C10B18F2981|36C10B18N10010006|36C10B18N10020009|36C10B18N1002001,YES,02/12/2019,16:36:29
184-000000000,"02 - Non-major IT","01 - Not Applicable","	184","U.S. Agency for International Development","BIO - Global Health",,,02/19/2019,22:32:26
184-000000001,"02 - Non-major IT","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - Knowledge Management",,,02/19/2019,22:32:26
184-000000004,"02 - Non-major IT","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - Budget & Formulation Management (FACTS)",,,02/19/2019,22:32:26
184-000000005,"01 - Major IT","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - Billing and Accounting",AID-CIO-BC-11-00006|AIDCIOC1300002|AIDCION1500003|AIDCION1500004|AID-CIO-P-15-00001|AIDCIOM1600003|AIDCIOM1700021|72MC1018M00020,YES,09/21/2018,13:40:36
184-000000008,"01 - Major IT","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - Procurement - Core","AID-CIO-C-14-00002|AID-CIO-C-15-00002|AIDCIOC1400002|AID-CIO-N-15-00004|AIDCIOM1400015|AIDCION1500004|Pending - GLAAS Misc|AIDCIOM1600003|AIDCIOM1700023|72MC1018M00020",YES,09/20/2018,10:25:35
184-000000014,"04 - Funding Transfer","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - eGOV Budget Formulation and Execution (BFE) LoB",,,02/19/2019,22:32:27
184-000000015,"04 - Funding Transfer","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - eGOV e - Rulemaking",,,02/19/2019,22:32:27
184-000000020,"04 - Funding Transfer","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - eGOV Financial Management (FM) LoB",,,02/19/2019,22:32:27
184-000000025,"04 - Funding Transfer","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - eGOV Grants.gov",,,02/19/2019,22:32:27
184-000000026,"04 - Funding Transfer","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - eGOV Human Resource (HR) LoB",,,02/19/2019,22:32:27
184-000000027,"04 - Funding Transfer","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - eGOV Integrated Award Environment (IAE)",,,02/19/2019,22:32:27
184-000000028,"04 - Funding Transfer","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - eGov Federal PKI Bridge",,,02/19/2019,22:32:28
184-000000035,"02 - Non-major IT","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - Bureau for Economic Growth, Education and Environment (E3)",,,02/19/2019,22:32:26
184-000000049,"02 - Non-major IT","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - Time Reporting & Travel Management System",,,02/19/2019,22:32:27
184-000000052,"01 - Major IT","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - Development Information Solution (DIS)","AID-CIO-BC-11-00004|AIDCIOC1500004|AIDCIOM1300016|AIDCIOM1400023|AIDCION1500004|Pending - DIS Travel|AID-CIO-M-15-00020|AID-CIO-BC-16-00004|AID-CIO-C-16-00009|AIDCIOC1600013|AIDCIOBC1700001|Pending - DIS Miscellaneous Procurement|AID-CIO-M-17-00011|AIDCIOM1700023|AIDCIOM1700035|Pending - DIS WS 3|72MC1018C00001|72MC1018M00003|72MC1018M00008|72MC1018C00004",YES,09/20/2018,10:28:30
184-000000117,"02 - Non-major IT","01 - Not Applicable","	184","U.S. Agency for International Development","BIO - Office of Security",,,02/19/2019,22:32:26
202-000001010,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Corps of Engineers Financial Management System (CEFMS) II",W912HQ16C0051|W912HQ18D0007,YES,09/20/2018,16:54:19
202-000001012,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System","W91QUZ-06-D-0012  ZW10|W912DY-17-C-0023",YES,09/20/2018,12:32:17
202-000001017,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Enterprise Data Warehouse (EDW)",W912DY-17-F-0273|W912DY17F0201|W52P1J-14-A-0003|W912DY17C0044|W912DY17C0042|W912DY17C0044|W912DY17F0201,YES,09/20/2018,11:39:55
202-000001031,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)",,YES,09/20/2018,16:32:48
202-000001032,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Resident Management System (RMS)",ID09160006|W912P715D,YES,02/19/2019,20:50:46
