"Agency Code (Investment)","Agency Name (Investment)","Bureau Code (Investment)","Parent UII","Parent Investment Title","Funding Source UII","Line Item Descriptor","Budget Account Code","Budget Account Name","Agency Code (from Budget Account)","Bureau Code (from Budget Account)","Alternative Bureau Code","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY BudgetAuthority ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY BudgetAuthority ($ M)","IT Portfolio Funding Sources ID","IT Portfolio ID","Updated Date","Updated Time"
"	026","National Aeronautics and Space Administration","	00",026-000000922,"Airspace Operations and Safety Program",026-000000922,"	04",026-00-0126,Aeronautics,"	026","	00",,7.315471,4.904109,4.964989,1.194369,0,1.087295,0,1.320137,0,1.320137,6.121102,0,3.816814,0,3.644852,0,3.644852,788545,580015,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001010,"Earth Science Technology Program (835A)",026-000001010,"	04",026-00-0120,Science,"	026","	00",,6.9901,7.04525,7.9572,6.8139,0,6.86905,0,7.781,0,7.781,0.1762,0,0.1762,0,0.1762,0,0.1762,788546,580016,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001143,"JSC White Sands Testing Facility (WSTF) IT Operations",026-000001143,"	04",026-00-0115,"LEO and Spaceflight Operations","	026","	00",,1.16,1.195,1.231,0,0,0,0,0,0,0,1.16,0,1.195,0,1.231,0,1.231,788548,580018,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001143,"JSC White Sands Testing Facility (WSTF) IT Operations",026-000001143,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,2.52625,2.53941,2.55664,0,0,0,0,0,0,0,2.52625,0,2.53941,0,2.55664,0,2.55664,788549,580018,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001030,"Physics of the Cosmos Program (814L)",026-000001030,"	04",026-00-0120,Science,"	026","	00",,9.352,6.325208,3.958359,8.47426,0,5.427595,0,3.035085,0,3.035085,0.87774,0,0.897613,0,0.923274,0,0.923274,788550,580019,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000000923,"Integrated Aviation Systems Program",026-000000923,"	04",026-00-0126,Aeronautics,"	026","	00",,18.266539,16.931152,15.218188,1.357879,0,0.626839,0,0.603631,0,0.603631,16.90866,0,16.304313,0,14.614557,0,14.614557,788551,580020,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001127,"Early Stage Innovation And Partnerships",026-000001127,"	04",026-00-0131,"Exploration Research and Technology","	026","	00",,3.039969,2.695006,2.704555,2.364244,0,2.034069,0,2.038095,0,2.038095,0.675725,0,0.660937,0,0.66646,0,0.66646,788552,580021,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001139,"International Space Station Program",026-000001139,"	04",026-00-0124,"Deep Space Exploration Systems","	026","	00",,0.108,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,788553,580022,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001139,"International Space Station Program",026-000001139,"	04",026-00-0115,"LEO and Spaceflight Operations","	026","	00",,35.265158,33.735374,32.312313,0.857979,0,0.464413,0,0.486413,0,0.486413,34.407179,0,33.270961,0,31.8259,0,31.8259,788554,580022,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001139,"International Space Station Program",026-000001139,"	04",026-00-0120,Science,"	026","	00",,1.068,1.243,1.375,0,0,0,0,0,0,0,1.068,0,1.243,0,1.375,0,1.375,788555,580022,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001022,"Living with a Star Program (242A)",026-000001022,"	04",026-00-0120,Science,"	026","	00",,9.48504,0.890547,0.907887,9.198668,0,0.006,0,0.006,0,0.006,0.286372,0,0.884547,0,0.901887,0,0.901887,788556,580023,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001084,"Space Launch System (719V)",026-000001084,"	04",026-00-0124,"Deep Space Exploration Systems","	026","	00",,40.260476,32.864378,34.565157,17.604031,0,9.698958,0,10.173952,0,10.173952,22.656445,0,23.16542,0,24.391205,0,24.391205,788557,580024,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001084,"Space Launch System (719V)",026-000001084,"	04",026-00-0131,"Exploration Research and Technology","	026","	00",,0.183,0.183,0.183,0,0,0,0,0,0,0,0.183,0,0.183,0,0.183,0,0.183,788558,580024,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001084,"Space Launch System (719V)",026-000001084,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788559,580024,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000002411,"Integrated Collaborative Environment",026-000002411,"	04",026-00-0124,"Deep Space Exploration Systems","	026","	00",,10.5,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,788561,580026,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001138,"HQ ITCD IT Operations",026-000001138,"	04",026-00-0126,Aeronautics,"	026","	00",,0.516,0.532,0.548,0,0,0,0,0,0,0,0.516,0,0.532,0,0.548,0,0.548,788562,580027,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001138,"HQ ITCD IT Operations",026-000001138,"	04",026-00-0124,"Deep Space Exploration Systems","	026","	00",,2.065,2.129,2.195,0,0,0,0,0,0,0,2.065,0,2.129,0,2.195,0,2.195,788563,580027,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001138,"HQ ITCD IT Operations",026-000001138,"	04",026-00-0131,"Exploration Research and Technology","	026","	00",,0.558,0.575,0.593,0,0,0,0,0,0,0,0.558,0,0.575,0,0.593,0,0.593,788564,580027,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001138,"HQ ITCD IT Operations",026-000001138,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,16.267815,15.772264,13.429089,0.095088,0,0.0949,0,0.0969,0,0.0969,16.172727,0,15.677364,0,13.332189,0,13.332189,788565,580027,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001138,"HQ ITCD IT Operations",026-000001138,"	04",026-00-0120,Science,"	026","	00",,2.177,2.245,2.314,0,0,0,0,0,0,0,2.177,0,2.245,0,2.314,0,2.314,788566,580027,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001083,"SBIR and STTR (059B)",026-000001083,"	04",026-00-0131,"Exploration Research and Technology","	026","	00",,2.647166,2.112246,1.981056,1.076,0,0.495,0,0.316,0,0.316,1.571166,0,1.617246,0,1.665056,0,1.665056,788567,580028,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001090,"Heliophysics Explorer Program",026-000001090,"	04",026-00-0120,Science,"	026","	00",,2.654175,2.484407,1.256913,0,0,0,0,0,0,0,2.654175,0,2.484407,0,1.256913,0,1.256913,788568,580029,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001014,"Exoplanet Exploration (095T)",026-000001014,"	04",026-00-0120,Science,"	026","	00",,11.454489,4.59909,4.303931,9.644204,0,4.584885,0,4.28942,0,4.28942,1.810285,0,0.014205,0,0.014511,0,0.014511,788572,580033,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000000846,"Hubble Space Telescope Operations (315404)",026-000000846,"	04",026-00-0120,Science,"	026","	00",,21.216272,21.681388,21.972268,0.02074,0,0.009,0,0,0,0,21.195532,0,21.672388,0,21.972268,0,21.972268,788573,580034,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-999990160,"Grants.gov (fee)",026-999990160,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,0.14619,0.103,0.172,0,0,0,0,0,0,0,0.14619,0,0.103,0,0.172,0,0.172,788575,580036,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001005,"Cosmic Origins Program (196V)",026-000001005,"	04",026-00-0120,Science,"	026","	00",,72.931651,71.037679,69.078878,60.865474,0,29.71468,0,0.049526,0,0.049526,12.066177,0,41.322999,0,69.029352,0,69.029352,788576,580037,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001002,"Astrophysics Research Program (719A)",026-000001002,"	04",026-00-0120,Science,"	026","	00",,5.013137,3.916552,4.020676,3.845847,0,2.71256,0,2.783329,0,2.783329,1.16729,0,1.203992,0,1.237347,0,1.237347,788577,580038,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000011911,"E-GOV FEE",026-000011911,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,0,1.05927,1.15234,0,0,0,0,0,0,0,0,0,1.05927,0,1.15234,0,1.15234,788579,580040,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-999990230,"Integrated Award Environment (fee)",026-999990230,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,0.92435,0.99428,0.995,0,0,0,0,0,0,0,0.92435,0,0.99428,0,0.995,0,0.995,788580,580041,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001148,"Technology Maturation (612S)",026-000001148,"	04",026-00-0131,"Exploration Research and Technology","	026","	00",,3.106879,1.562253,1.078127,0.9165,0,0.101085,0,0.071236,0,0.071236,2.190379,0,1.461168,0,1.006891,0,1.006891,788581,580042,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001089,"Space Communications and Navigation (SCaN)",026-000001089,"	04",026-00-0115,"LEO and Spaceflight Operations","	026","	00",,190.660098,84.415596,125.933003,142.465423,0,33.336371,0,80.108031,0,80.108031,48.194675,0,51.079225,0,45.824972,0,45.824972,788582,580043,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001111,"Deep Space Network (716A)",026-000001111,"	04",026-00-0115,"LEO and Spaceflight Operations","	026","	00",,19.698909,19.749126,19.0936,5.864806,0,5.5,0,4.417,0,4.417,13.834103,0,14.249126,0,14.6766,0,14.6766,788583,580044,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001121,"Marshall Space Flight Center (MSFC) IT Operations",026-000001121,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,0.974959,0.918323,0.95231,0,0,0,0,0,0,0,0.974959,0,0.918323,0,0.95231,0,0.95231,788584,580045,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-999991100,"Financial Management LOB (fee)",026-999991100,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,0.12424,0.12424,0.125,0,0,0,0,0,0,0,0.12424,0,0.12424,0,0.125,0,0.125,788585,580046,2019-02-20,00:24:12
"	026","National Aeronautics and Space Administration","	00",026-000001116,"Langley Research Center (LaRC) IT Operations",026-000001116,"	04",026-00-0126,Aeronautics,"	026","	00",,4.763681,4.849936,4.926669,0.027437,0,0.028123,0,0.028855,0,0.028855,4.736244,0,4.821813,0,4.897814,0,4.897814,788587,580048,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000001116,"Langley Research Center (LaRC) IT Operations",026-000001116,"	04",026-00-0124,"Deep Space Exploration Systems","	026","	00",,1.062916,1.080106,1.094104,0.001755,0,0.001799,0,0.001845,0,0.001845,1.061161,0,1.078307,0,1.092259,0,1.092259,788588,580048,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000001116,"Langley Research Center (LaRC) IT Operations",026-000001116,"	04",026-00-0131,"Exploration Research and Technology","	026","	00",,0.848476,0.862063,0.873034,0.001117,0,0.001145,0,0.001174,0,0.001174,0.847359,0,0.860918,0,0.87186,0,0.87186,788589,580048,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000001116,"Langley Research Center (LaRC) IT Operations",026-000001116,"	04",026-00-0115,"LEO and Spaceflight Operations","	026","	00",,1.899363,1.946848,1.997336,0.038763,0,0.039732,0,0.040765,0,0.040765,1.8606,0,1.907116,0,1.956571,0,1.956571,788590,580048,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000001116,"Langley Research Center (LaRC) IT Operations",026-000001116,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,20.952594,24.387979,23.77809,0.890529,0,1.50962,0,1.526021,0,1.526021,20.062065,0,22.878359,0,22.252069,0,22.252069,788591,580048,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000001116,"Langley Research Center (LaRC) IT Operations",026-000001116,"	04",026-00-0120,Science,"	026","	00",,4.87682,4.992289,5.112126,0.085822,0,0.087967,0,0.090254,0,0.090254,4.790998,0,4.904322,0,5.021872,0,5.021872,788592,580048,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000005020,"JSC CA Mission Control Center Systems (MCCS)",026-000005020,"	04",026-00-0124,"Deep Space Exploration Systems","	026","	00",,5.905739,6.082911,6.265398,0,0,0,0,0,0,0,5.905739,0,6.082911,0,6.265398,0,6.265398,788593,580049,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000005020,"JSC CA Mission Control Center Systems (MCCS)",026-000005020,"	04",026-00-0115,"LEO and Spaceflight Operations","	026","	00",,66.512136,68.49317,70.564847,0,0,0,0,0,0,0,66.512136,0,68.49317,0,70.564847,0,70.564847,788594,580049,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000005020,"JSC CA Mission Control Center Systems (MCCS)",026-000005020,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788595,580049,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000005020,"JSC CA Mission Control Center Systems (MCCS)",026-000005020,"	04",026-00-0120,Science,"	026","	00",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788596,580049,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000001408,"JSC OA ISS Software Development/Integration Laboratory (SDIL)",026-000001408,"	04",026-00-0115,"LEO and Spaceflight Operations","	026","	00",,15.211,14.866,14.911,0,0,0,0,0,0,0,15.211,0,14.866,0,14.911,0,14.911,788597,580050,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration","	00",026-000001035,"Technology Program (051A)",026-000001035,"	04",026-00-0120,Science,"	026","	00",,0.568387,0.569174,0.575141,0.055718,0,0.050294,0,0.050294,0,0.050294,0.512669,0,0.51888,0,0.524847,0,0.524847,788598,580051,2019-02-20,00:24:13
"	027","Office of Personnel Management","	00",027-000000185,"HI - Audit Resolution Tracking System",027-000000185,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785245,578199,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000185,"HI - Audit Resolution Tracking System",027-000000185,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,785246,578199,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000228,"CIO - IT Modernization",027-000000228,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,0,5,8.87,0,0,5,0,8.87,0,0,0,0,0,0,0,0,0,785247,578200,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000173,"Parent - OPM Online Legal Research Services",027-000000173,"	04",027-00-0400,"Office of Inspector General","	027","	00",,0.134,0.134,0.026554,0,0,0,0,0,0,0,0.134,0,0.134,0,0.026554,0,0,785248,578201,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000173,"Parent - OPM Online Legal Research Services",027-000000173,"	04",027-00-4571,"Revolving Fund","	027","	00",,0,0,0,0,0,0,0,0,0,0,0,0.00708,0,0.0057,0,0.0057,0,785249,578201,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000173,"Parent - OPM Online Legal Research Services",027-000000173,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,0.168985,0.170222,0.168402,0,0,0,0,0,0,0,0.168985,0,0.170222,0,0.168402,0,0,785250,578201,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000173,"Parent - OPM Online Legal Research Services",027-000000173,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,0.130158,0.10872,0.1122,0,0,0,0,0,0,0,0.130158,0,0.10872,0,0.1122,0,0,785251,578201,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000216,"Parent - Employee Insurance Program",027-000000216,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,0.38,0.44,0.66,0.38,0,0.44,0,0.66,0,0,0,0,0,0,0,0,0,785252,578202,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000216,"Parent - Employee Insurance Program",027-000000216,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,1.06499,1.268999,5.57,0.73,0,0.9225,0,5.19,0,0,0.33499,0,0.346499,0,0.38,0,0,785253,578202,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000206,"Parent - OPM Miscellaneous Online Subscription Services",027-000000206,"	04",027-00-0400,"Office of Inspector General","	027","	00",,0.028,0.028,0.036708,0,0,0,0,0,0,0,0.028,0,0.028,0,0.036708,0,0,785257,578204,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000206,"Parent - OPM Miscellaneous Online Subscription Services",027-000000206,"	04",027-00-4571,"Revolving Fund","	027","	00",,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0.017,0,0,0,785258,578204,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000206,"Parent - OPM Miscellaneous Online Subscription Services",027-000000206,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,0.044,0.046,0.048,0,0,0,0,0,0,0,0.044,0,0.046,0,0.048,0,0,785259,578204,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000206,"Parent - OPM Miscellaneous Online Subscription Services",027-000000206,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,0.060578,0.06276,0.06276,0,0,0,0,0,0,0,0.060578,0,0.06276,0,0.06276,0,0,785260,578204,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-000000217,"OSI - Westat (Federal ViewPoint Survey)",027-000000217,"	04",027-00-0100,"Salaries and Expenses","	027","	00",,1.410311,1.44258,1.44258,0,0,0,0,0,0,0,1.410311,0,1.44258,0,1.44258,0,0,785261,578205,2019-02-19,21:29:47
"	027","Office of Personnel Management","	00",027-999990133,"CIO - Services for US Mint Testing",027-999990133,"	04",027-00-4571,"Revolving Fund","	027","	00",,0,0,0,0,0,0,0,0,0,0,0,0.004747,0,0.002606,0,0.002632,0,785262,578206,2019-02-19,21:29:48
"	027","Office of Personnel Management","	00",027-999990124,"HRS - Presidential Management Fellows Talent Management System",027-999990124,"	04",027-00-4571,"Revolving Fund","	027","	00",,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0.4,0,785263,578207,2019-02-19,21:29:48
