"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Release Every Six Mo","Release Every Six Mo Comment","Production Deployment Date","Funded by TMF or IT WCF Funding?","Commercial Solution(s) Adoption","Commercial Solution(s) Reasoning","Commercial Solution(s) Costs","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	354763",13691,"	354763","FDA CTP RSRA NextGen eSubmission","This project is designed to facilitate CTP’s need to receive, catalog, store, retrieve, and analyze data received from the tobacco industry and other stakeholders. This data is needed for CTP to support the enforcement of tobacco-related regulations, establish policy, provide guidance, and promote compliance. ToRIS will ultimately replace the legacy CTP eSubmissions system.
 
The following capabilities are part of NextGen eSub:
- CTP Portal which provides visibility to industry's submission metadata
- ToRIS which provides secure messaging with CTP Portal users and review management and tracking
- OS Data Architecture
- Scientific Data Architecture Prototype
- Scientific Data Transformation
- Scientific Data Warehouse.",2015-09-25,2017-09-13,7.106,"2 - Iterative: Incremental, Spiral, Agile",yes,,2017-08-31,,,,,0,0,Green,-0.05,-0.72,Green,Completed,11/17/2017,11:54:44
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	354798",13692,"	354798","FDA CTP RSRA Risk Modeling & Simulation Tool","CTP developed a model for assessing the risk of new products that will potentially enter the market by considering how such products are likely to harm, or potentially harm the users of this product based on demographic attributes of the users and usage patterns.  Under FDA Scientific Computing Broad Agency Announcement, the model was further enhanced as a prototype (CTP Risk Modeling and Simulation Tool) using foundation capabilities common to the NIMS platform.",2015-05-22,2016-08-02,1,"1 - Waterfall",yes,,2016-09-30,,,,,-45,-10.27,Yellow,0.006,0.67,Green,Completed,10/17/2016,17:35:44
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	394481",14370,"	394481","FDA CTP RSRA Risk Modeling & Simulation Tool 2.0","Task Order is for Project Management, Software Licensing, System Support/Enhancements for Risk Modeling and Simulation Tool, Operations and Maintenance and User Training.",2016-08-03,2017-08-02,1.293,"2 - Iterative: Incremental, Spiral, Agile",no,"This Program/Project is not following the Agile format. The application is proprietary to the contractors, so this task order allows the Office of Science to renew the license to continue using the product. There may be enhancements based on customer’s needs, but it will not be in a traditional sprint format. The task for one year covers the use of their product (license), support, and some possible enhancements.",2017-06-13,,,,,0,0,Green,0.005,0.39,Green,Completed,12/08/2017,15:01:02
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	398462",14639,"	398462","FDA CTP RSRA NextGen eSubmissions 1.0","This project is designed to facilitate CTP’s need to receive, catalog, store, retrieve, and analyze data received from the tobacco industry and other stakeholders. This data is needed for CTP to support the enforcement of tobacco-related regulations, establish policy, provide guidance, and promote compliance. ToRIS will ultimately replace the legacy CTP eSubmissions system.
 
This release of ToRIS is to implement workflow capabilities to track the progress of submission reviews.",2016-09-28,2017-09-27,4.99,"2 - Iterative: Incremental, Spiral, Agile",yes,,2017-09-14,,,,,0,0,Green,-0.636,-14.61,Yellow,Completed,11/17/2017,11:54:44
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	408408",15825,"	408408","FDA CTP RSRA RMST Usability and Scientific Capabilities","Project Management, Software Licensing, System Support/Enhancements for Risk Modeling and Simulation Tool, Operations and Maintenance and User Training.",2017-08-03,2018-10-02,1.425,"2 - Iterative: Incremental, Spiral, Agile",yes,,2017-06-03,N/A,N/A,N/A,N/A,-221,-56.23,Red,0,0,Green,In-progress,09/14/2018,19:53:20
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	408420",15826,"	408420","FDA CTP RSRA Scientific Computing","Provide technical and management support services that will result in innovative methodologies for receipt, storage, retrieval, and analysis of data in support of CTP mission objectives. This includes the following areas: Research Tracking Database, Tobacco Document Research, Scientific Research Data Warehouse, Analytical Tools, and computational support, Data transformation of historical and incoming 905, 911, and 915 data using Scientific Computing IDIQ Contract, Data Architecture and Modeling.",2017-07-21,2018-09-04,4.052,"3 - Not Primarily a Software Development Project",no,"CTP Scientific Computing efforts do not intend to deploy to production servers. The software development efforts are primarily intended as desktop tools as part of a scientific computing pilot.",,N/A,N/A,N/A,N/A,0,0,Green,-0.04,-0.99,Green,Completed,10/30/2018,13:59:07
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	408745",15827,"	408745","FDA CTP RSRA RPS Pilot","Development and validation of an industry electronic submission standard and new database needed to support it with subtasks for data transformation and migration and an assessment of current Center architecture and COTS software components to inform an eventual implementation of this new electronic submission at a later phase.",2017-05-01,2019-04-30,4.537,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-11-15,N/A,N/A,N/A,N/A,-8,-1.17,Green,-0.071,-1.7,Green,In-progress,03/28/2019,20:04:30
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	408818",15828,"	408818","FDA CTP RSRA ToRIS","This project is designed to facilitate CTP’s need to receive, catalog, store, retrieve, and analyze data received from the tobacco industry and other stakeholders. This data is needed for CTP to support the enforcement of tobacco-related regulations, establish policy, provide guidance, and promote compliance. ToRIS will ultimately replace the legacy CTP eSubmissions system. The objective of this task order is to implement new features and products for ToRIS and other next generation systems, and support the existing systems to meet the capabilities listed below and grouped into four (4) categories: -Ingestion and processing of the different OS and OCE submission types -Workflow tracking of CTP review processes and management of the creation, editing and approval of CTP work products -Management of submissions data to support analysis, exploration, manipulation, visualization and reporting, including responsiveness to Agency, Departmental and Congressional requests for information -Search metadata and document content.",2017-09-14,2018-09-13,15.893,"2 - Iterative: Incremental, Spiral, Agile",yes,,2017-11-09,N/A,N/A,N/A,N/A,-208,-57.14,Red,-0.084,-0.53,Green,In-progress,10/30/2018,13:59:07
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	427882",17007,"	427882","FDA CTP RSRA Scientific Computing 2.0","Provide technical and management support services that will result in innovative methodologies for receipt, storage, retrieval, and analysis of data in support of CTP mission objectives. This includes the following areas: Research Tracking Database, Tobacco Document Research, Scientific Research Data Warehouse, Analytical Tools, and computational support, Data transformation of historical and incoming 905, 911, and 915 data using Scientific Computing IDIQ Contract, Data Architecture and Modeling.",2018-09-05,2019-09-04,5.303,"3 - Not Primarily a Software Development Project",no,"The CTP Scientific Computing program uses Waterfall, Agile, and hybrid Waterfall-Agile processes based on the complexity of the requirements. This is not a software development project intended for deployment to production servers.",,N/A,N/A,N/A,N/A,-40,-22.73,Yellow,0.07,2.99,Green,In-progress,03/28/2019,20:04:30
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	427943",17008,"	427943","FDA CTP RSRA RMST Risk Modeling and Simulation Tool 3.0","Project Management, Software Licensing, System Support/Enhancements for Risk Modeling and Simulation Tool, Operations and Maintenance and User Training.",2018-08-17,2019-08-16,0.953,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-10-10,N/A,N/A,N/A,N/A,-25,-11.9,Yellow,0,0,Green,In-progress,03/28/2019,20:04:30
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis","	427955",17009,"	427955","FDA CTP RSRA ToRIS 2.0","This project is designed to facilitate CTP’s need to receive, catalog, store, retrieve, and analyze data received from the tobacco industry and other stakeholders. This data is needed for CTP to support the enforcement of tobacco-related regulations, establish policy, provide guidance, and promote compliance. ToRIS will ultimately replace the legacy CTP eSubmissions system. The objective of this task order is to implement new features and products for ToRIS and other next generation systems, and support the existing systems to meet the capabilities listed below and grouped into four (4) categories:
-Ingestion and processing of the different OS and OCE submission types
-Workflow tracking of CTP review processes and management of the creation, editing and approval of CTP work products
-Management of submissions data to support analysis, exploration, manipulation, visualization and reporting, including responsiveness to Agency, Departmental and Congressional requests for information
-Search metadata and document content.",2018-09-14,2019-09-13,15.41,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-09-21,N/A,N/A,N/A,N/A,-25,-13.74,Yellow,0.007,0.08,Green,In-progress,03/28/2019,20:04:30
009-000348466,1681,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS ESRD Quality Reporting System (EQRS)","	350322",13712,"	350322","ESRD Quality Reporting System (EQRS)","The End Stage Renal Disease Quality Reporting System (EQRS) is a consolidation of IT systems - CROWNWeb, REMIS, and ESRD QIP - that supports the Medicare End Stage Renal Disease (ESRD) Program. The ESRD Program is a national health insurance program for people with irreversible kidney failure. Established in 1972, this program led to the creation and maintenance by CMS of a comprehensive patient registry for the entire ESRD population in the United States. Maintaining this patient registry requires the submission of patient/clinical/provider data as well as the production of performance analyses on quality data for the CMS ESRD program. Each of the three systems - - CROWNWeb, REMIS, and ESRD QIP – support the registry, the ESRD program, and EQRS consolidation.",2014-09-25,2017-08-01,55,"2 - Iterative: Incremental, Spiral, Agile",yes,,2017-04-11,,,,,0,0,Green,1.622,3.13,Green,Completed,09/12/2017,21:27:11
