Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20201","46792","Awarded","3600","V200P1820","V200P1751","3600","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","","4.809478","Firm Fixed Price","","06/05/2007","09/30/2011","Y","VCS BPA DATABASE ADMIN SUPPORT TASK ORDER","40910","3600","0","2012-02-27 14:47:37","2012-02-27 14:47:37"
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20202","46793","Awarded","3600","V200P1819","V200P1751","3600","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","","3.460207","Firm Fixed Price","","07/24/2007","03/31/2012","Y","VCS BPA CONFIGURATION MANAGEMENT TASK ORDER","40911","3600","0","2012-02-27 14:47:37","2012-02-27 14:47:37"
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20203","46901","Awarded","3600","VA11810F0016 / VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20204","46902","Awarded","3600","VA11810F0003 / VA11810BP0012","VA11810BP0012","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20205","46903","Awarded","3600","VA11810F0004 / VA11810BP0012","VA11810BP0012","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20206","47515","Awarded","3600","VA11810F0017 / VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20207","47516","Awarded","3600","VA11810F0022/ VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20208","47517","Awarded","3600","VA11810F0027/ VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20209","47518","Awarded","3600","VA11810F0006 / VA11810BP0012","VA11810BP0012","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20210","47519","Awarded","3600","VA11810F0008 / VA11810BP0012","VA11810BP0012","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20211","47520","Awarded","3600","VA11810F0013 / VA11810BP0012","VA11810BP0012","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20212","47898","Awarded","3600","V200P1750:V0003","","","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888102","481","029","Department of Veterans Affairs","InterAgency 21st Century Veterans Interoperability","20213","47899","Awarded","3600","VA11810F0021/VA11810BP0010","VA11810BP0010","3600","No","","","","","","","","","","","","","2011-09-16 10:47:55",""
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20221","41370","Awarded","3600","VA11810F0173","GS06F0532Z","4730","Yes","VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS INCORPORATED","","15.675433","Firm Fixed Price","","06/17/2010","06/16/2015","Y","VADIR REGISTRATION AND ELIGIBILITY (RE) BUSINESS AND DATA SERVICES","40912","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20222","42553","Awarded","3600","VA11810F0434 ","NNG07DA19B","8000","Yes","TKC INTEGRATION SERVICES LIMITED LIABILITY COMPANY","","0.780472","Firm Fixed Price","","09/28/2010","01/12/2012","Y","HP Brand Name or Equal Hardware, Software and support - VRM","40913","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20223","42555","Awarded","3600","VA11810P0120","","","Yes","INNOVATIVE MANAGEMENT CONCEPTS, INC.","VA118-10-RP-0716","4.640449","Firm Fixed Price","","09/28/2010","09/27/2013","N","Independent Validation and Verification eBenefits Portal.","40914","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20224","42554","Awarded","3600","VA11810F0397","GS35F0131R","4730","Yes","CARAHSOFT TECHNOLOGY CORPORATION","","0.305230","Firm Fixed Price","","09/29/2010","09/28/2011","Y","VRM Install Support","40915","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20225","42556","Awarded","3600","VA11810P0119","","","Yes","7 DELTA INC.","VA118-10-RP-0717","3.204952","Firm Fixed Price","","09/29/2010","09/28/2011","N","VRM Technical Integration Services","40916","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20226","42557","Awarded","3600","VA11810F0329","GS35F0323J","4730","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","","0.294207","Firm Fixed Price","","09/20/2010","09/19/2011","Y","Contract Support for Veterans Identification Card (VIC) and Patient Imge Capture Software (PICS) Programs","40917","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20227","42558","Awarded","3600","VA11810P0124","","","Yes","VETSAMERICA BUSINESS CONSULTING, INC.","VA118-10-RP-0434","1.080429","Firm Fixed Price","","09/21/2010","01/20/2012","Y","Virtual Call Center (VCC) Prototype- 4 months","40918","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20228","44723","Awarded","3600","VA11810F0377","NNG07DA43B","8000","Yes","FEDSTORE CORPORATION","","0.007947","Firm Fixed Price","","09/20/2010","09/19/2011","Y","Red Hat Enterprise Linux Licenses","40919","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20229","44725","Awarded","3600","VA11810F0313","GS35F0251J","4730","Yes","TADIRAN TELECOM INC","","0.212749","Firm Fixed Price","","09/01/2010","09/01/2010","Y","PBX Cards","40920","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20230","44726","Awarded","3600","VA11810P0116","","","Yes","SYSTEMS MADE SIMPLE, INC.","VA118-10-RP-0691","5.285774","Firm Fixed Price","","09/02/2010","09/01/2012","N","Veterans Relationship Management (VRM) Program Planning Support.","40921","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20231","44727","Awarded","3600","VA11810F0357","NNG07DA12B","8000","Yes","INTERNATIONAL BUSINESS MACHINES CORPORATION","","0.507425","Firm Fixed Price","","09/15/2010","09/14/2011","Y","IBM Datapower XML Integration Appliance XI50Manufacturer Part #: 9235 42x inclusive of one (1) year of maintenance support","40922","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20232","44729","Awarded","3600","VA0010A116E05642","GS00T07NSD0008","4735","Yes","MCI COMMUNICATIONS SERVICES INCORPORATED","","1.860313","Firm Fixed Price","","08/11/2010","12/31/2010","Y","Networx Order for Call Routing Equipment","40923","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20233","44730","Awarded","3600","V200J66551","V200P-1699","3600","Yes","HMS TECHNOLOGIES INCORPORATED","","0.592456","Firm Fixed Price","","08/11/2006","08/21/2006","N","Management Support for IT Capital Planning","40924","3600","0","2011-09-16 10:50:25","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20234","45325","Awarded","3600","VA11810F0020","NNG07DA43B","8000","Yes","FEDSTORE CORPORATION","VA118-10-RQ-0072","6.849442","Firm Fixed Price","","01/01/2010","12/31/2013","Y","INITIATE SYSTEMS IDENTITY HUB SOFTWARE LICENSES AND MAINTENANCE SUPPORT.","40925","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20235","46879","Awarded","3600","VA11811F0177","NNG07DA28B","8000","Yes","INTELLIGENT DECISIONS INCORPORATED","","1.077281","Firm Fixed Price","","03/31/2011","03/30/2014","Y","The Department of Veterans Affairs (VA) Veterans Relationship Management program has a requirement for is for Oracle Siebel brand name CRM software to support the existing Customer Relationship Management systems at the Health Resource Center (HRC) and implementation of an expansion into the VA Health Administration Center (HAC). The required Oracle Siebel CRM software will allow the HRC to expand its current capabilities to satisfy increased call demands.","40926","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20236","46880","Awarded","3600","VA798A110016","VA798A11P0015","3600","Yes","THE MITRE CORPORATION","","5.000000","Cost Plus Fixed Fee","","03/02/2011","03/02/2012","N","STRATEGIC PROGRAM ADVISORY AND OVERSIGHT","40927","3600","0","2011-09-16 10:50:25","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20237","46950","Awarded","3600","VA11811F0111","NNG07DA19B","8000","Yes","TKC INTEGRATION SERVICES LIMITED LIABILITY COMPANY","","0.143794","Firm Fixed Price","","03/11/2011","03/10/2012","Y","CTI Licenses and Maintenance","40928","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20238","46953","Awarded","3600","VA11811F0140","NNG07DA09B","8000","Yes","UNISYS CORPORATION","","0.121307","Firm Fixed Price","","03/18/2011","03/20/2012","Y","Department of Veterans Affairs (VA) Health Revenue Center (HRC) Communication Equipment","40929","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20239","46954","Awarded","3600","VA11810F0369","GS35F0164J","4730","Yes","OPERATIONAL RESEARCH CONSULTAN","","0.673624","Firm Fixed Price","","09/30/2010","09/29/2012","Y","Task Order award - VA Authentication Federation Credential Service Provider","40930","3600","0","2011-09-16 10:50:25","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20240","46955","Awarded","3600","VA11810F0007","VA11810BP0012","3600","Yes","CACI-CMS INFORMATION SYSTEMS, INC","","3.085004","Firm Fixed Price","","04/21/2011","01/20/2012","Y","VIRTUAL LIFETIME ELECTRONIC RECORD (VLER) DEVELOPMENT BPA - IDENTITY AND ACCESS MANAGEMENT (IAM) DEVELOPMENT SUPPORT SERVICES","40931","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20241","47007","Awarded","3600","VA118-11-F-0209","GS35F0206W","4730","Yes","AERO TECH SERVICE ASSOCIATES, INC.","","2.445731","Firm Fixed Price","","05/02/2011","05/01/2014","Y","THIS ORDER IS ISSUED FOR THE PROCUREMENT AND IMPLENETATION OF COMMERCIAL-OFF-THE-SHELF (COTS) SOFTWARE WHICH WILL PROVIDE AN ENETRPRISE KNOWLEDGE MANAGEMENT (KM) SOLUTION THAT WILL IMPROVE THE SPEED, ACCURACY, AND EFFICIENCY IN WHICH INFORMATION IS EXCHANGED BETWEEN THE VA AND THE PUBLIC.THE PERIOD OF PERFORMANCE INCLUDES A 12 MONTH BASE PERIOD AND TWO 12 MONTH OPTIONS FOR SOFTWARE SUPPORT RENEWALS.","40932","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20242","47008","Awarded","3600","VA118-11-F-0217","NNG07DA30B","8000","Yes","G C MICRO CORPORATION","","0.217360","Firm Fixed Price","","05/03/2011","05/02/2012","Y","THE VETERANS HEALTH ADMINISTRATION CENTER (HAC) HAS A REQUIREMENT TO PURCHASE THE GENESYS PLUS (GPLUS) ADAPTER LICENSING FOR REAL-TIME INTERACTION WITH EXISTING PBX AND IRV SYSTEM IN SUPPORT OF SIEBEL CRM ENVIRONMENT AND IMPLEMENTATION.","40933","3600","0","2011-09-16 10:50:25","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20243","47009","Awarded","3600","VA118-11-F-0219","NNG07DA46B","8000","Yes","ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY","VA118-11-RQ-0356","0.199040","Firm Fixed Price","","05/05/2011","05/04/2014","Y","HP PROLIANT BL460G6 BLADE SERVERS EQUIPMENT AND ALL ASSOCIATED HARDWARE AND SERVICES FOR INSTALLATION AT THE HEALTH ADMINISTRATION CENTER (HAC).","40934","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20244","47010","Awarded","3600","VA118-10-P-0119","","","Yes","7 DELTA INC.","VA118-10-RP-0717","3.204952","Firm Fixed Price","","09/29/2010","09/28/2011","N","VRM Technical Integration Services","40935","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20245","47526","Awarded","3600","VA0010A116E15691","GS00T07NSD0008","4735","Yes","MCI COMMUNICATIONS SERVICES INCORPORATED","","0.323820","Firm Fixed Price","","06/07/2011","07/29/2011","Y","NETWORX ORDER FOR CIRCUITS, ETC. RELATED TO PBX INSTALLATION AT NEW VA FACILITY IN WACO, TX.  MISSION INITIATIVE IDENTIFIED AS VRM-22B","40936","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20246","47527","Awarded","3600","VA11811F0282","NNG07DA12B","8000","Yes","INTERNATIONAL BUSINESS MACHINES CORPORATION","","0.169057","Firm Fixed Price","","06/21/2011","07/21/2011","Y","IBM WEBSPHERE DATAPOWER INTEGRATION APPLIANCE FOR VAAFI","40937","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20247","47528","Awarded","3600","VA11811F0268","GS35F0513W","4730","Yes","ARX INC.","","0.141924","Firm Fixed Price","","06/21/2011","06/20/2012","Y","ARX COSIGN APPLIANCE AND SOFTWARE","40938","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20248","47529","Awarded","3600","VA11811F0001","VA11811D0052 ","3600","Yes","INSIGNIA TECHNOLOGY SERVICES, LLC","","1.936686","Firm Fixed Price","","09/01/2011","12/31/2012","Y","VA PATIENT IMAGE CAPTURE SYSTEM AND VETERANS INDEITIFCATION CARD PROGRAM","40939","3600","0","2011-09-16 10:50:25","2012-02-27 14:51:22"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","20249","47535","Awarded","3600","VA11811F0001","VA11811D0054 ","3600","Yes","VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS, INC.","","4.357657","Firm Fixed Price","","06/24/2011","06/23/2012","Y","VA HEALTH ADMINISTRATIVE CENTER ELIGIBILITY AND ENROLLMENT SYSTEMS IMPROVEMENT PROJECT","40940","3600","0","2012-02-27 14:51:22","2012-02-27 14:51:22"
"029-888888103","480","029","Department of Veterans Affairs","InterAgency 21st Century PIV","20180","41293","Awarded","3600","V0010A101S94020","NNG07DA32B","8000","Yes","GOVCONNECTION INCORPORATED","VA-798A-09-RQ-0026","0.298293","Firm Fixed Price","","04/27/2009","04/21/2012","N","VMWare Virtualization Software & Maintenance","40896","3600","0","2012-02-27 14:39:05","2012-02-27 14:39:05"
"029-888888103","480","029","Department of Veterans Affairs","InterAgency 21st Century PIV","20181","41306","Awarded","4735","GST0308DS6031","GS35F0382T","4730","Yes","CYBERTRUST, INC.","R3073523","6.118157","Firm Fixed Price","","01/11/2008","01/10/2011","Y","VA Shared Service Provider (SSP) Services","40897","4735","0","2012-02-27 14:39:05","2012-02-27 14:39:05"
"029-888888103","480","029","Department of Veterans Affairs","InterAgency 21st Century PIV","20182","41314","Awarded","4732","GST0311DS6008","NNG07DA09B","8000","Yes","UNISYS CORPORATION","R3114432","0.423999","Firm Fixed Price","","10/19/2010","07/31/2011","Y","ImageWare Sftwr Annual Upgrade, Maintenance and Support","40898","4732","0","2012-02-27 14:39:05","2012-02-27 14:39:05"
"029-888888103","480","029","Department of Veterans Affairs","InterAgency 21st Century PIV","20183","41316","Awarded","4732","GST0311DS6024","NNG07DA09B","8000","Yes","UNISYS CORPORATION","R3114455A","2.009840","Firm Fixed Price","","12/03/2010","12/10/2010","Y","Actividentity Software Annual Maint/Support","40899","4732","0","2012-02-27 14:39:05","2012-02-27 14:39:05"
