Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Baseline,Target for PY,Actual for PY,Target for CY,Measurement Condition,Reporting Frequency,Most Recent Actual Results,Actuals have Met/Not Met Target,Comment,Updated Date,Updated Time
"029-666666109","470","029","Department of Veterans Affairs","Benefits Legacy","3663","11090908334","Rational Tool Suite (Requirements Management, Test Manager, Configuration Management, Change Control) is implemented within development teams.","Percentage","213-Technology - Efficiency","70.000000","75.000000","75.000000","75.000000","Over target","Quarterly","75.000000","Met","","08/14/2012","09:10:43"
"029-666666109","470","029","Department of Veterans Affairs","Benefits Legacy","3664","11090908335","Projects within the investment will update actual cost, schedule, performance and acquisition execution in the monthly PMAS Dashboard. This metric will measure the percentage of investment projects reporting monthly.","Percentage","214-Technology - Information and Data","75.000000","75.000000","80.000000","80.000000","Over target","Monthly","95.000000","Met","","08/14/2012","09:10:43"
"029-666666109","470","029","Department of Veterans Affairs","Benefits Legacy","3665","11090908336","Projects within the investment will be compliant with PMAS artifact and reporting requirements.","Percentage","103-Mission and Business Results - Management of Government Resources","75.000000","75.000000","75.000000","75.000000","Over target","Quarterly","95.000000","Met","","08/14/2012","09:10:43"
"029-666666264","471","029","Department of Veterans Affairs","Benefits Legacy VETSNET","3666","11090908321","Average time (number of days) to notify Treasury to issue veteran's benefit payment once claim has been adjudicated. ","number of days","102-Mission and Business Results - Support Delivery of Services","3.000000","3.000000","3.000000","1.000000","Under target","Quarterly","1.000000","Met","","08/14/2012","09:10:43"
"029-666666264","471","029","Department of Veterans Affairs","Benefits Legacy VETSNET","3667","11090908322","Percent of claims processed using VETSNET Legacy System. ","percentage","112-Customer Results - Service Coverage","35.000000","99.000000","99.000000","99.000000","Over target","Quarterly","99.000000","Met","","08/14/2012","09:10:43"
"029-666666264","471","029","Department of Veterans Affairs","Benefits Legacy VETSNET","3668","11090908323","Reduction in % of software logic errors (evinced by help desk ticket documentation)","percentage","212-Technology - Quality Assurance","8.500000","3.000000","2.000000","2.000000","Under target","Quarterly","3.000000","Not Met","","08/14/2012","09:10:43"
"029-666666264","471","029","Department of Veterans Affairs","Benefits Legacy VETSNET","3669","11090908324","Maintain user availability of VETSNET","percentage","215-Technology - Reliability and Availability","99.000000","99.000000","99.000000","99.000000","Over target","Monthly","99.000000","Met","updated 11/15/11.","08/14/2012","09:10:43"
"029-666666264","471","029","Department of Veterans Affairs","Benefits Legacy VETSNET","3670","11090908325","Complete the final Compensation and Pension Conversion off the Benefits Delivery Network onto VETSNET","completion","206-Process and Activities - Management and Innovation","0.000000","1.000000","1.000000","1.000000","Over target","Semi-Annual","1.000000","Met","","08/14/2012","09:10:43"
"029-777777106","472","029","Department of Veterans Affairs","Corporate 21st Century Core","3687","11090909112","The purposes of the STDP BI Dashboard system is to identify, present, and analyze the VA's most relevant information and measurements with management implications and present this information via a fully functional dashboard tool that will provide information to VA management enabling more informed decisions.  Information is presented in a set of individual dashboards.  As the dashboard system evolves additional dashboards will be added.","Number","111-Customer Results - Customer Benefit","25.000000","25.000000","25.000000","20.000000","Over target","Semi-Annual","38.000000","Met","","08/14/2012","09:10:43"
"029-777777106","472","029","Department of Veterans Affairs","Corporate 21st Century Core","3688","11090909113","General investment level metric. The metric measures the percentage of active PMAS projects that are on plan for meeting their increment delivery schedules.  Total number of increments completed vs. planned increments completed for the reporting period.","Percentage","203-Process and Activities - Cycle Time and Timeliness","95.000000","95.000000","100.000000","95.000000","Over target","Monthly","100.000000","Met","Increments met:VA for Vets SES Collaborative Child Care RecordsWorkforce Planning Inc 1RACS Inc 1LMR Inc 1COHRS Inc 1COHRS inc 2COHRS Inc 3CPTMS Inc 1PAS Inc 2","08/14/2012","09:10:43"
"029-777777106","472","029","Department of Veterans Affairs","Corporate 21st Century Core","3689","11090909114","General investment level metric. The metric measures quality of the delivered product  in terms of formal acceptance from the key stakeholders. Total number of signed Customer Acceptance Form per increment vs planned for the reporting period.","Percentage","114-Customer Results - Service Quality","95.000000","95.000000","100.000000","95.000000","Over target","Monthly","100.000000","Met","","08/14/2012","09:10:43"
"029-777777106","472","029","Department of Veterans Affairs","Corporate 21st Century Core","3690","11090909115","General investment level metric. The metric measures the percentage of projects that require contract modifications due to technology change and cost increase that required scope changes.  Should be low (less than 20%) Number of contract mods for scope change vs. total number of contract mods for the reporting period.  There are cases where scope change is required and legitimate; however it may impact delivery and completion.","Percentage","211-Technology - Technology Costs","20.000000","20.000000","0.000000","20.000000","Under target","Semi-Annual","0.000000","Met","","08/14/2012","09:10:43"
"029-777777106","472","029","Department of Veterans Affairs","Corporate 21st Century Core","3691","11090909116","General investment level metric. The metric measures the  number ATO  obtained per project","Number","205-Process and Activities - Security and Privacy","11.000000","11.000000","11.000000","11.000000","Over target","Semi-Annual","1.000000","Not Met","Projects with Full ATOTMS","08/14/2012","09:10:43"
"029-777777029","473","029","Department of Veterans Affairs","Corporate 21st Century SAM","3682","11090908411","Total costs as a percent of total planned costs","Percent","201-Process and Activities - Financial","0.900000","0.900000","0.900000","0.950000","Under target","Monthly","0.900000","Met","","08/14/2012","09:10:43"
"029-777777029","473","029","Department of Veterans Affairs","Corporate 21st Century SAM","3683","11090908412","Total increment costs as a percent of total planned increment costs (for current increment)","Percent","201-Process and Activities - Financial","0.900000","0.900000","0.900000","0.950000","Under target","Monthly","0.900000","Met","","08/14/2012","09:10:43"
"029-777777029","473","029","Department of Veterans Affairs","Corporate 21st Century SAM","3684","11090908413","Actual increment schedule as a percentage of planned schedule(for current increment)","Percent","203-Process and Activities - Cycle Time and Timeliness","0.000000","0.000000","0.000000","0.900000","Under target","Semi-Annual","0.000000","Met","","08/14/2012","09:10:43"
"029-777777029","473","029","Department of Veterans Affairs","Corporate 21st Century SAM","3685","11090908414","Percentage of facility assets accounted for within SAM","Percent","102-Mission and Business Results - Support Delivery of Services","0.000000","0.000000","0.000000","1.000000","Over target","Monthly","0.000000","Not Met","","08/14/2012","09:10:43"
"029-777777029","473","029","Department of Veterans Affairs","Corporate 21st Century SAM","3686","11090908415","Percentage of active facility asset and location records adhering to enterprise defined standards","Percent","115-Customer Results - Service Accessibility","0.000000","0.000000","0.000000","1.000000","Over target","Monthly","0.000000","Not Met","","08/14/2012","09:10:43"
"029-777777109","474","029","Department of Veterans Affairs","Enterprise IT Support","3692","11090908531","% of internal customers satisfied with reliability, availability, and responsiveness of IT services.","# of internal customers","111-Customer Results - Customer Benefit","67.000000","68.000000","67.000000","70.000000","Over target","Semi-Annual","75.000000","Met","","08/14/2012","09:10:43"
