"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Performance Metric ID","Agency Performance Metric ID","Metric Description","Unit of Measure","Performance Measurement Category Mapping","Target 2015","Agency Baseline Capability","Target 2016","Measurement Condition","Reporting Frequency","Agency Strategic Objective / Agency Priority Goal","Latest Performance Metric Actual Id","Latest Agency Performance Metric Actual Id","Latest Actual Result","Latest Actual Status","Latest Actual Result Met/Not Met (derived)","Latest Actual Result Comment","Latest Actual Result Date","Is Closed?","Metric Updated Date","Metric Updated Time"
429-000006500,1465,"	429","Nuclear Regulatory Commission","Data Center and Hosting",25074,,"Customers may request a new print device, from 0600   2100 (EST/EDT) M-F, and obtain the device in a timely manner. Elapsed time from date / time a request is logged with service desk to fulfillment (exclusive of approval wait time).",Percent,"2 - Strategic and Business Results",,,99.5,"Over target",Monthly,,171447,,99.85,,Met,,2016-07-29,n,2016-08-25,15:06:50
429-000006500,1465,"	429","Nuclear Regulatory Commission","Data Center and Hosting",25075,,"Variance of budgeted O and M costs vs actual O and M costs",Percent,"3 - Financial Performance",25,,25,"Under target",Annual,,,,,,,,,n,2016-08-25,15:06:50
429-000006500,1465,"	429","Nuclear Regulatory Commission","Data Center and Hosting",25076,,"Service is available to customers 24 x 7 x 365, exclusive of 8 hour weekend maintenance window. Amount of time High Performance Computing is available during performance period.",Percent,"2 - Strategic and Business Results",,,99,"Over target",Monthly,,171449,,99.94,,Met,,2016-07-29,n,2016-08-25,15:06:50
429-000006500,1465,"	429","Nuclear Regulatory Commission","Data Center and Hosting",25083,,"Variance of budgeted O and M costs vs actual O and M costs",Percent,"3 - Financial Performance",25,,25,"Under target",Annual,,,,,,,,,n,2016-08-25,15:06:50
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",20579,,"Help Desk requests on operational issues dealing with technical, infrastructure security and O&amp;M  - year to date.",Percent,"1 - Customer Satisfaction (Results)",30,,30,"Under target",Monthly,,151317,,1,,Met,"Under target. ",2015-09-30,y,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",20581,,"Help Desk requests related to functional questions and issues with a severity level of 3 or 4 (high).",Percent,"1 - Customer Satisfaction (Results)",12,,12,"Under target",Semi-Annual,,130935,,8,,Met,"Target met for first half of FY15.",2015-03-31,y,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",20583,,"Percent of time STAQS is up and fully operational during regular work hours.",Percent,"1 - Customer Satisfaction (Results)",99,,99,"Over target",Monthly,,151319,,100,,Met,"Over target. ",2015-09-30,y,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",20585,,"Percent of time the NEAT Portal is operational during regular business hours.",Percent,"1 - Customer Satisfaction (Results)",98,,98,"Over target",Monthly,,151318,,100,,Met,"Over target.",2015-09-30,y,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",20587,,"Maintain compliance with Federal Financial Management System Requirements (FFMSR) in accordance with OMB policy.",Percent,"2 - Strategic and Business Results",100,,100,"Over target",Monthly,,151316,,100,,Met,"Over target.",2015-09-30,y,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",20589,,"Percent of the total Agency commitments for Contracts, Interagency Agreements, and Grants that are obligated before year end closing.",Percent,"1 - Customer Satisfaction (Results)",90,,90,"Over target",Annual,,,,,,,,,y,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",20591,,"Evaluates reasonableness of the cost for operating and maintaining this system by comparing actual cost to estimated cost for the current year, allowing for a maximum of a 25% variance for fact-of-life changes out of the control of the system owner (e.g. increased licenses or hosted service fees, mandates).",Percent,"3 - Financial Performance",125,,125,"Under target",Annual,,,,,,,,,y,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",23844,,"Help desk tickets escalated above Tier 1.",Percent,"2 - Strategic and Business Results",30,,30,"Under target",Monthly,,171426,,0,,Met,,2016-07-29,n,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",23845,,"Help Desk requests related to functional questions and issues with a severity level of 3 or 4 (high).",Percent,"2 - Strategic and Business Results",12,0,12,"Under target",Semi-Annual,,171424,,0,,Met,,2016-07-29,n,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",23846,,"Percent of time STAQS is up and fully operational during regular work hours.",Percent,"1 - Customer Satisfaction (Results)",99,0,99,"Over target",Monthly,,171427,,100,,Met,,2016-07-29,n,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",23847,,"Percent of time the NEAT Portal is operational during regular business hours.",Percent,"1 - Customer Satisfaction (Results)",98,0,98,"Over target",Monthly,,171425,,99,,Met,,2016-07-29,n,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",23848,,"Percent of the total Agency commitments for Contracts, Interagency Agreements, and Grants that are obligated before year end closing.",Percent,"2 - Strategic and Business Results",90,0,90,"Under target",Annual,,,,,,,,,n,2016-08-25,15:01:00
429-000002600,1467,"	429","Nuclear Regulatory Commission","Enterprise-wide Acquisition Services",23849,,"Evaluates reasonableness of the cost for operating and maintaining this system by comparing actual cost to estimated cost for the current year, allowing for a maximum of a 25% variance for fact-of-life changes out of the control of the system owner (e.g. increased licenses or hosted service fees, mandates).",Percent,"3 - Financial Performance",25,0,25,"Under target",Annual,,,,,,,,,n,2016-08-25,15:01:00
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20593,,"Percent of time the Financial Accounting and Integrated Management Information System is up and fully operational during regular work hours.",Percent,"1 - Customer Satisfaction (Results)",99,,99,"Over target",Monthly,,151293,,99,,Met,,2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20595,,"Percent of user's who are satisfied with the Financial Accounting and Integrated Management Information System as measured by an annual survey.",Percent,"1 - Customer Satisfaction (Results)",65,,65,"Over target",Annual,,151296,,98,,Met,"27% highly satisfied, 60% Satisfied  21% Neutral.",2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20597,,"FAIMIS Help Desk requests processed from users requesting passwords re-set with in one hour.",Percent,"1 - Customer Satisfaction (Results)",96,,96,"Over target",Monthly,,151295,,94,,"Not Met","87 total calls for password resets 6 were not processed with 1 hour.",2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20599,,"Percent of transactions that complete within documented thresholds during core hours.",Percent,"1 - Customer Satisfaction (Results)",96,,96,"Over target",Monthly,,151298,,96,,Met,,2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20601,,"Monthly identify all users who have not logged into the Financial Accounting and Integrated Management Information System in the last 60 days. Notify them and request they log in. If they do not log in within a predefined number of days, de-activate their account.",Days,"1 - Customer Satisfaction (Results)",14,,14,"Under target",Monthly,,151300,,14,,Met,,2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20603,,"Days to issue quarterly Part 170 license fee bills to customers in order to improve the timeliness of receipts and to maximize the return of receipts to the Treasury General Fund. NRC strives to send out quarterly 170 Bills within 30 days of the end of the quarter.",Days,"2 - Strategic and Business Results",30,,30,"Under target",Quarterly,,151301,,30,,Met,,2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20605,,"Days to issue monthly Part 171 license fee bills to customers in order to improve the timeliness of receipts and to maximize the return of receipts to the Treasury General Fund. NRC strives to send out monthly 171 Bills by the 10th calendar day every month.",Days,"2 - Strategic and Business Results",10,,10,"Under target",Monthly,,151303,,10,,Met,,2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20607,,"Evaluates reasonableness of the cost for operating and maintaining this system by comparing actual cost to estimated cost for the current year, allowing for a maximum of a 25% variance for fact-of-life changes out of the control of the system owner (e.g. increased licenses or hosted service fees, mandates).",Percent,"3 - Financial Performance",125,,125,"Under target",Annual,,,,,,,,,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20609,,"Availability of the Budget Formulation System during normal and off-peak hours.",Percent,"1 - Customer Satisfaction (Results)",98,,98,"Over target",Monthly,,151305,,91,,"Not Met","September-decrease due to infrastructure problems / race to PIV users unable to get into system for four days.",2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20611,,"User acceptance and satisfaction with Budget Formulation System as measured by an annual survey.",Percent,"1 - Customer Satisfaction (Results)",78,,78,"Over target",Annual,,151306,,80,,Met,"Based on FAIMIS survey results.",2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20613,,"BFS Related User Issues are resolved in a timely manner by Financial Systems Branch.",Days,"1 - Customer Satisfaction (Results)",2,,2,"Under target",Monthly,,151308,,2,,Met,,2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20615,,"Ensure that offices submit their accurate spending plans quarterly for submission of funding. This submission increases the accuracy in use of current execution contractual resources when forecasting for future periods.",Percent,"2 - Strategic and Business Results",80,,80,"Over target",Quarterly,,151309,,82,,Met,,2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20617,,"Evaluates reasonableness of the cost for operating and maintaining this system by comparing actual cost to estimated cost for the current year, allowing for a maximum of a 25% variance for fact-of-life changes out of the control of the system owner (e.g. increased licenses or hosted service fees, mandates).",Percent,"3 - Financial Performance",125,,125,"Under target",Annual,,,,,,,,,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20619,,"Availability of the Human Resources Management System during normal and off-peak hours.",Percent,"1 - Customer Satisfaction (Results)",99,,99,"Over target",Monthly,,151311,,99,,Met,"HRMS remains 99 to 100% available during normal and off-peak hours which falls with the 2015 target.  ",2015-09-30,y,2016-08-25,15:01:02
429-000002500,1469,"	429","Nuclear Regulatory Commission","Financial Services",20621,,"Percent of customers satisfied with the Human Resources Management System as measured by an annual survey.",Percent,"1 - Customer Satisfaction (Results)",75,,75,"Over target",Annual,,151312,,89,,Met,"Based on HRMS System Survey conducted in July 2015, customers were satisfied with system ability to meet their needs. ",2015-09-30,y,2016-08-25,15:01:02
