"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Other SDLC","Release Every Six Mo","Release Every Six Mo Comment","PM Experience Level","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
018-000000044,1203,"	018","Department of Education","Enterprise Business Collaboration (EBC)","	200",6455,,"200 Maintenance Software Releases FY2013","Upon receipt of maintenance software (releases and patches), test and deploy.",2012-10-01,2013-09-30,0.525,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,Completed,08/15/2016,19:53:25
018-000000044,1203,"	018","Department of Education","Enterprise Business Collaboration (EBC)","	300",6457,,"300 Maintenance Software Releases FY2014","Upon receipt of maintenance software (releases and patches), test and deploy.",2013-10-01,2014-09-30,0.551,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-703,-193.13,Red,0,0,Green,In-progress,08/15/2016,19:53:25
018-000000044,1203,"	018","Department of Education","Enterprise Business Collaboration (EBC)","	400",9495,,"400 Maintain Environments FY2015","EBC environments with up-to-date software releases, and required performance, availability and reliability.",2014-10-01,2015-09-30,1.278,"5 - Mixed",,no,"As needed.","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.001,0.18,Green,Completed,08/15/2016,19:53:25
018-000000044,1203,"	018","Department of Education","Enterprise Business Collaboration (EBC)","	500",13189,,"500 Maintain Environments FY2016","EBC environments with up-to-date software releases, and required performance, availability and reliability.",2015-10-01,2016-09-30,0.764,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,In-progress,08/15/2016,19:53:25
018-000000044,1203,"	018","Department of Education","Enterprise Business Collaboration (EBC)","	600",13190,,"600 Maintain Environments FY2017","EBC environments with up-to-date software releases, and required performance, availability and reliability.",2016-10-01,2017-09-30,0.802,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,In-progress,08/15/2016,19:53:25
021-260306626,1207,"	021","Department of Transportation","FAAXX115: Terminal Automation Modernization and Replacement Program (TAMR-P)","	597",6931,"	597","Standard Terminal Automation Replacement System (STARS)","Upgrade software and tech refresh hardware at the STARS sites.",2011-02-15,2019-12-31,451.2,"1 - Waterfall",,no,"Software upgrade completed, continuting deployment of hardware technical refreshes.  This is not primarily a software development project.","3 - FAC-P/PM(DAWIA-1)- Entry Level",0,0,Green,3.77378,3.38,Green,In-progress,07/28/2016,14:17:35
021-260306626,1207,"	021","Department of Transportation","FAAXX115: Terminal Automation Modernization and Replacement Program (TAMR-P)","	598",6933,"	598","TAMR Phase 3, Segment 1","Complete replacement of 11 ARTS IIIEs.",2010-12-01,2017-10-31,528.6,"1 - Waterfall",,no,"Not primarily a software development project.","3 - FAC-P/PM(DAWIA-1)- Entry Level",-82,-3.96,Green,5.998002,3.62,Green,In-progress,07/28/2016,14:17:35
021-260306626,1207,"	021","Department of Transportation","FAAXX115: Terminal Automation Modernization and Replacement Program (TAMR-P)","	599",6935,"	599","TAMR Phase 3, Segment 2","Complete replacement of 91 Automated Radar Terminal Systems (ARTS) IIEs and 6 IEs.",2011-12-21,2019-08-31,505.7,"1 - Waterfall",,no,"Not primarily a software development project.","3 - FAC-P/PM(DAWIA-1)- Entry Level",0,0,Green,0.565,0.54,Green,In-progress,07/28/2016,14:17:35
021-260306626,1207,"	021","Department of Transportation","FAAXX115: Terminal Automation Modernization and Replacement Program (TAMR-P)","	600",6937,"	600","Contract Definitization","Finalize terms of Prime contracts for the TAMR efforts.",2011-10-01,2013-06-30,3.326,"7 - Not Primarily a Software Development Project",,no,"Not primarily software development, and is completed.","4 - Other certification with 4 or more years PM experience (within the last five years)",-111,-17.45,Yellow,0.446,13.41,Yellow,Completed,07/28/2016,14:17:35
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14719",7101,"	14719","TFM-M/Work Package (WP) 1 program close-out and transition","TFM-M/WP1 program close out, transition and contract activities for TFMs Tech Refresh contract definitization.",2011-04-01,2011-10-31,6.21,"2 - Spiral",,no,"Hardware Technology Refresh N/A","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.098,1.58,Green,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14720",7103,"	14720","TFMS Tech Refresh- Primary Risk Mitigation Effort","Analysis and procurement of spare TFM System critical equipment to keep current system fully functional until TFMS Tech Refresh is complete.",2011-07-08,2012-06-30,3.641,"7 - Not Primarily a Software Development Project",,no,"Hardware Technology Refresh N/A","1 - FAC-P/PM(DAWIA-3)- Senior",-91,-34.08,Red,2.427,66.66,Red,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14721",7105,"	14721","TFMS Tech Refresh Phase 1","Initial phase of system equipment replacement. Replace the hardware of the TFMS legacy application, National Traffic Management Log (NTML).",2011-09-15,2012-12-31,4.568,"7 - Not Primarily a Software Development Project",,no,"Hardware Technology Refresh N/A","1 - FAC-P/PM(DAWIA-3)- Senior",52,10.99,Yellow,0.141209,3.09,Green,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14722",7107,"	14722","TFMS Tech Refresh Phase 2 (APB)","Perform Tech Refresh of all remaining TFM Processing Center system hardware. Replaces equipment of the TFM Processing Center (TPC), also referred to as TFMS Core. This includes the TFMS operational, back-up, test and development strings.",2012-03-30,2015-09-30,32.67,"7 - Not Primarily a Software Development Project",,no,"Hardware Technology Refresh.  This is not a software development project.","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,5.513,16.87,Yellow,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14723",7109,"	14723","TFMS Remote Site Tech Refresh","Perform Tech Refresh of all federal TFM Remote Sites.",2014-04-01,2018-06-30,34.201015,"7 - Not Primarily a Software Development Project",,no,"Hardware Technology Refresh.  This is not a software development project.","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.3262,0.95,Green,In-progress,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14724",7111,"	14724","Pre-Release Planning","Initial planning for CATMT Projects.",2009-06-02,2014-12-31,11.2,"7 - Not Primarily a Software Development Project",,no,"This is not a software development project.","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.413,8.85,Green,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14725",7113,"	14725","Release 6B Corridor Integrated Weather System (CIWS)","Place the Corridor Integrated Weather System (CIWS) on TFM Traffic Situation Display (TSD).",2010-03-01,2011-11-15,8.402,"2 - Spiral",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",10,6.37,Green,-0.465,-42.43,Red,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14726",7115,"	14726","Release 7","Design, Develop, Test & Deploy Release 7.",2010-04-09,2012-05-30,15.88931,"2 - Spiral",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",24,6.27,Green,0.370998,3.11,Green,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14727",7117,"	14727","Release 8","Design, Develop, Test & Deploy Release 8.",2011-05-15,2013-12-07,16.55073,"2 - Spiral",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-1,-0.11,Green,-1.527225,-9.23,Green,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14728",7119,"	14728","Release 9","Design, Develop, Test & Deploy Release 9.",2012-05-02,2014-03-15,17.686,"2 - Spiral",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-7,-1.03,Green,-4.954,-28.01,Yellow,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14729",7121,"	14729","Release 10","Design, Develop, Test & Deploy Release 10.",2012-10-01,2014-12-31,17.686,"2 - Spiral",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",53,6.46,Green,4.116776,23.28,Yellow,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14730",7123,"	14730","Release 11 ","Design, Develop, Test & Deploy Release 11.",2012-10-01,2015-03-31,37.49613,"2 - Spiral",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-149,-19.61,Yellow,15.36008,40.96,Red,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14731",7125,"	14731","Release 12 (includes TRS-R Phase 2)","Design, Develop, Test & Deploy Release 12.",2013-04-01,2015-12-31,20.98065,"2 - Spiral",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-30,-2.99,Green,0.273075,1.3,Green,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	14732",7127,"	14732","TFM Remote Site Re-Engineering (TSR-R) Phase 1","Design, Develop, Test & Deploy TRS-R Phase 1.",2011-06-01,2012-12-31,10.324,"2 - Spiral",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",114,19.69,Yellow,0.740238,7.17,Green,Completed,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	30035",11581,"	30035","CATMT WP 4","Planning Package for next set of TFM Enhancements/Capabilities.",2015-10-01,2020-09-30,120,"2 - Spiral",,no,"This project is Pre-FID.","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,In-progress,07/28/2016,14:32:09
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)","	40627",12739,"	40627","Release 13 (completes TRS-R Phase 2)","Design, Develop, Test & Deploy Release 13.",2015-02-28,2016-05-31,21.9584,"2 - Spiral",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",30,6.55,Green,0.52613,2.4,Green,In-progress,07/28/2016,14:32:09
021-762783225,1211,"	021","Department of Transportation","FAAXX807: NextGen Weather (Wx) Processor (NWP)","	779",7323,"	779","Final Investment Decision.","Develop and document the business plan for the investment.",2012-10-01,2015-03-31,3.11237,"7 - Not Primarily a Software Development Project",,no,"Not primarily a software development project","1 - FAC-P/PM(DAWIA-3)- Senior",13,1.43,Green,0.010891,0.35,Green,Completed,07/28/2016,14:47:05
021-762783225,1211,"	021","Department of Transportation","FAAXX807: NextGen Weather (Wx) Processor (NWP)","	29670",11597,"	29670","Contract Award - and Contract Award Activities","Completion of Final Investment Analysis, Processes to obtain Final Investment Decision. Complete documentation in support of proposal evaluation, conduct cost, technical, schedule, and past performance evaluations and scoring and prepare Screening Information Request (SIR) documentation.  Also includes the completion of pre-Contract Award activities to obtain a Contract Award.  This includes obtaining Legal Concurrence, the development of Congressional Notice of Intent to Award documentation, and the process of Making the Selection Decision.",2014-04-17,2015-06-01,0.6637,"7 - Not Primarily a Software Development Project",,no,"Not primarily a software development activity","1 - FAC-P/PM(DAWIA-3)- Senior",53,58.24,Red,0,0,Green,Completed,07/28/2016,14:47:05
