Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2013,Target 2014,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","3619","11090908993","Total monthly number of Home Telehealth patient surveys received per year.","Number of surveys","111-Customer Results - Customer Benefit","892887.000000","","Over target","Monthly","P40-029-071","","","","","Additional input from the agency is necessary","","07/24/2013","13:27:26"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","3620","11090908994","Percentage of Home Telehealth patients each month whose data is linked to VA systems per year.","Number of patients utilizing Telehealth systems","214-Technology - Information and Data","99.100000","","Over target","Monthly","P40-029-071","","","","","Additional input from the agency is necessary","","07/24/2013","13:27:26"
"029-555555110","8","029","Department of Veterans Affairs","Medical 21st Century TeleHealth","4437","11090908996","Number of Telereader studies read each month towards an annual target of 180,000.","Number of Telereader studies read","202-Process and Activities - Productivity","251195.000000","","Over target","Monthly","P40-029-071","33955","110909089961211","25021.000000","","","2012-10-31","07/24/2013","13:27:26"
"029-666666107","391","029","Department of Veterans Affairs","Benefits 21st Century Education","6425","11090907841","Percentage of self-service data features available for Ch33","Percent of self-service data features","115-Customer Results - Service Accessibility","0.700000","","Over target","Semi-Annual","P40-029-071","30725","11090907841","0.560000","","","2012-10-17","08/26/2014","15:22:35"
"029-666666107","391","029","Department of Veterans Affairs","Benefits 21st Century Education","6427","11090907842","Average days to complete original Education claims","Number of days","203-Process and Activities - Cycle Time and Timeliness","30.000000","30.000000","Under target","Monthly","P40-029-071","101077","1408187465","15.700000","Met","Metrics reflect fiscal year-to-date average days. Targets and actuals adjust month over month based on seasonal claims workload. Thus metrics will run higher during the start of the school terms. July monthly target was 28.","2014-08-11","08/26/2014","15:22:35"
"029-666666107","391","029","Department of Veterans Affairs","Benefits 21st Century Education","6429","11090907843","Percentage of payments processed accurately","Percent of payments","103-Mission and Business Results - Management of Government Resources","0.960000","0.960000","Over target","Quarterly","P40-029-071","98461","1407106405","98.400000","Met","Payment accuracy reported quarterly. Target is 98%. ","2014-07-09","08/26/2014","15:22:35"
"029-666666107","391","029","Department of Veterans Affairs","Benefits 21st Century Education","6431","11090907844","Reduce system load failure based on negotiated design SLAs","Percent of SLA load failures","213-Technology - Efficiency","0.001500","","Under target","Semi-Annual","P40-029-098","30731","11090907844","0.001500","","","2012-10-17","08/26/2014","15:22:35"
"029-666666107","391","029","Department of Veterans Affairs","Benefits 21st Century Education","6433","11090907845","Average days to complete supplemental Education claims","Number of days","203-Process and Activities - Cycle Time and Timeliness","16.000000","16.000000","Under target","Monthly","P40-029-071","101079","1408187470","5.800000","Met","Metrics reflect fiscal year-to-date average days. Targets and actuals adjust month over month based on seasonal claims workload. Thus metrics will run higher during the start of the school terms. July target was 14. ","2014-08-11","08/26/2014","15:22:35"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","3671","11090908091","Total number of users trainined with access to use the VBMS application.","Unique Users accessing the VBMS system","115-Customer Results - Service Accessibility","2000.000000","","Over target","Quarterly","P40-029-071","59787","1306243300","22400.000000","","Currently 22,400 users.","2013-06-24","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","3673","11090908094","The number of regional offices (RO) using VBMS is an important metric for success. The number of ROs demonstrates scalability and performance of the new system and accomplishment of iterative software development and deployment.","Number","215-Technology - Reliability and Availability","56.000000","","Over target","Monthly","","48633","1303127188","20.000000","","ROs using VBMS 20.","2013-03-11","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","3674","11090908095","Percentage of eligible claims processed using VMBS relative to the stations' total inventory of eligible claims.","percentage","102-Mission and Business Results - Support Delivery of Services","85.000000","","Over target","Semi-Annual","","231","","80.000000","","","","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","3675","11090908096","Percentage of planned work for a 3 week sprint cycle is completed on schedule within the sprint cycle.","percentage","203-Process and Activities - Cycle Time and Timeliness","85.000000","","Under target","Semi-Annual","","233","","75.000000","","","","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","6717","11090908093","Number of defects categorized as critical or severe that were logged post-deployment.","Number","212-Technology - Quality Assurance","50.000000","","Under target","Semi-Annual","","48631","1303127190","26.000000","","Since deployment there have been 26 defects categorized as critical","2013-03-11","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","6871","110909080910","The number of regional offices (RO) using VBMS is an important metric for success. The number of ROs demonstrates scalability and performance of the new system and accomplishment of iterative software development and deployment.","number","112-Customer Results - Service Coverage","56.000000","","Over target","Monthly","P40-029-071","59788","1306243296","56.000000","","Rolled out to all 56 ROs.","2013-06-10","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","6873","11090908099","Percentage of eligible claims processed using VMBS relative to the stations' total inventory of eligible claims.","Percentage","112-Customer Results - Service Coverage","85.000000","","Over target","Semi-Annual","P40-029-071","48635","1303127191","100.000000","","100%","2013-03-11","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","7245","031513150359","The number of major milestones completed.  This metric is results oriented and demonstrate the effectiveness of the investment to deliver the desired functionality.","count","102-Mission and Business Results - Support Delivery of Services","9.000000","14.000000","Over target","Quarterly","P40-029-071","94277","1406165688","12.000000","Not Met Yet","12 milestones","2014-05-12","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","7247","031513160304","The number of electronic form intake capability through direct system access from VONAPP Direct Connect.  This metric is technology specific and demonstrates the paperless functionality intended by the investment.","Count","214-Technology - Information and Data","2.000000","5.000000","Over target","Quarterly","P40-029-071","94279","1406165690","6.000000","Met","6 electronic form intake capability","2014-05-12","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","7249","031513160337","The timeliness of all program actionable acquisition packages.   This metric is activity specific and measures the investment against its defined process standards.","percentage","203-Process and Activities - Cycle Time and Timeliness","95.000000","95.000000","Over target","Quarterly","P40-029-071","94281","1406165692","100.000000","Met","100% achieved","2014-05-12","06/23/2014","08:01:21"
"029-666666265","468","029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits","9479","110713141146","Customer satisfaction level with the ease of system navigation.","percentage","101-Mission and Business Results - Services for Citizens","0.000000","90.000000","Over target","Monthly","","94283","1406165694","90.000000","Met","po% customer satisfaction with the systems ease of use.","2014-05-12","06/23/2014","08:01:21"
