Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"016-000002146","586","016","Social Security Administration","Online Claims","ES0205","4861","","OAO Reporting","This project  will enable representatives to have access to their clients appeals council status via the Electronic Records Express secured website (through ARS). This is necessary to continue reducing the hearings backlog.","2012-10-01","2013-09-30","0.757383","-3","-0.83","Green","0.035970","4.75","Green","2013-11-07","14:17:34"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC6011","5459","","Essential Data Center Operations","This initiative supports the Agency's Information Technology (IT) infrastructure such as the cabling, hardware, software, help desks' services, desktop tools, prints jobs; provides and maintains the connections among users' desktops, central computers, and other information resources. The projects in this initiative keep the Data Centers running, generate and print major print jobs such as the Social Security Number Cards and provides various levels of support to the Agency's users and storage of SSA's data.","2012-10-01","2015-09-30","258.855350","0","0.00","Green","-3.962840","-2.81","Green","2014-08-28","14:58:44"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC6012","5461","","Database/Storage Architectures","This initiative provides the strategy, management, policies and standards for the Agency's database and storage management technology. It provides the designs of the Agency's databases, storage of SSA's enterprise data, and backup and recovery infrastructure which ensure that the Agency's data can be available and accessed when needed. The projects in this initiative involve collecting, documenting, monitoring and researching database and storage requirements for SSA's enterprise data as well as allocates and manages disk storage to meet SSA customer need for all aspects of storage media management (i.e., providing for the efficient use of over nine terabytes ofMainframe DASD Storage for SSA's legacy systems and master data base files. Additionally, these projects provide services to other development project teams in developing application software and databases and include new hardware and procurement for technology refreshments.","2012-10-01","2015-09-30","34.478060","0","0.00","Green","-0.077080","-0.39","Green","2014-08-28","14:58:44"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC6013","5463","","Platform Architecture","This initiative provides the ability of SSA's daily applications/operations to run on a combination of computing platforms such as the Mainframe platform, Desktop managed software platform, the Client-Server server-based multi-tiered platform, and etc. Projects included in this initiative provide the hardware architecture, software framework, application framework and a technologically sound environment for all of its platforms. These projects provide services for the research, procurement of hardware and operating software, design, configuration, implementation and monitoring of these various platforms. This initiative also includes the design and implementation of hardware and software in support of electronic messaging, Internet and Intranet web-based applications and web-servers and Windows development and production environment.","2012-10-01","2015-09-30","109.670390","0","0.00","Green","-4.188270","-7.10","Green","2014-08-28","14:58:44"
"016-000002250","587","016","Social Security Administration","Infrastructure - Data Center","IDC6014","5465","","Document Management Architectures","This initiative includes the design, development and maintenance of systems related to electronic document imaging including storage and retrieval of these electronic documents. This initiative has major hardware and software components. Another part of this initiative includes electronic records management and destruction to meet directives and regulations from the National Archives and Records Administration (NARA). New recent activitiesfor this initiative include email retention and eDiscovery management.","2012-10-01","2015-09-30","26.799250","0","0.00","Green","0.147540","1.43","Green","2014-03-18","10:29:35"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA04","1326","","FY11 Office Automation","FY11 Office Automation Planning.","2010-10-01","2011-09-30","27.833240","0","0.00","Green","-24.555920","-88.23","Red","2012-03-30","13:47:51"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA0501","1327","","FY12 Office Automation Development, Modernization, and Enhancement","FY12 Office Automation Development, Modernization, and Enhancement.","2011-10-01","2012-09-30","26.157080","-2","-0.55","Green","-4.425030","-16.92","Yellow","2012-11-06","16:27:09"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA0502","1328","","FY12 Office Automation Operations and Maintenance","FY12 Office Automation Operations and Maintenance.","2011-10-01","2012-09-30","57.388010","-2","-0.55","Green","-4.303240","-7.50","Green","2012-11-06","16:27:09"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA0503","1329","","FY12 Office Automation Management Overhead","Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.","2011-10-03","2012-09-30","5.315020","-2","-0.55","Green","0.000000","0.00","Green","2012-11-06","16:27:09"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA0504","1330","","FY12 Office Automation non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.","2011-10-03","2012-09-30","14.725500","-2","-0.55","Green","0.000000","0.00","Green","2012-11-06","16:27:09"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA60101","4673","","Software Architectures","This initiative includes all common developed architectures, utilities and services that are used by systems developers throughout the Office of Systems. By utilizing these, software is developed in a consistent manner and takes advantage of code reuse and standardization.","2012-10-01","2015-09-30","97.416300","0","0.00","Green","-0.790570","-1.55","Green","2014-03-18","15:33:58"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA60102","4675","","FY13 Network/Communication Architecture","This initiative provides secure, easy-to-use and fast electronic services to the SSA employees and the public via the intranet, internet, telephone services, Wide Area Network (WAN), and Video Tele-Conferencing (VTC) systems.","2012-10-01","2013-09-30","0.797360","0","0.00","Green","0.015740","1.97","Green","2013-10-31","17:20:45"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA60103","4677","","Governance and Support Initiative","This initiative covers a wide range of systems development activities related to standards and regulation, systems management, life cycle support, user groups, performance and availability and new technologies. The major driving force to this initiative is to assure that SSA systems are developed and maintained in a standard manner that adhere to the policies of the Office of Systems and federal IT requirements. This initiative also includes projects that foster technical information sharing among the SSA systems developers.","2012-10-01","2015-09-30","22.195830","0","0.00","Green","-0.574480","-6.32","Green","2014-08-28","16:43:26"
"016-000002252","588","016","Social Security Administration","Infrastructure - Office Automation","IOA60104","8577","","Enterprise Communication Architecture","Enterprise Communications Architecture (ECA) will modernize SSA's notice architecture so that the Agency can implement new or revised language more efficiently. ECA will provide an infrastructure that supports enterprise notice processes and multiple notice delivery channels.","2013-10-01","2014-06-19","8.783285","0","0.00","Green","5.638642","48.35","Red","2014-08-28","17:13:47"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC04","1331","","FY11 Telecommunications","This investment provides secure, easy-to-use and fast electronic services to the public via the internet, telephone services, wide area network and video teleconferencing systems.","2010-10-01","2011-09-30","177.523520","0","0.00","Green","1.669150","0.94","Green","2012-05-31","16:13:16"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC0501","1332","","FY12 Telecommunications Development, Modernization, and Enhancement","Fund and staff all DM&amp;E activities related to the SSA network and voice/data/video communications.","2011-10-01","2012-09-30","6.527760","-2","-0.55","Green","-1.440110","-22.06","Yellow","2012-11-07","15:34:29"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC0502","1333","","FY12 Telecommunications Operations and Maintenance","Fund and staff all O&amp;M activities related to the SSA network and voice/data/video communications.","2011-10-01","2012-09-30","166.372300","-2","-0.55","Green","-6.117330","-3.68","Green","2012-11-07","15:34:29"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC0503","1334","","FY12 Telecommunications Management Overhead","Management and overhead work years are based on the total number of FTEs and contractors allocated to this program for project-related work.","2011-10-03","2012-09-30","2.463200","-2","-0.55","Green","0.000700","0.03","Green","2012-11-07","15:34:29"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC0504","1335","","FY12 Telecommunications non-DCS Support","GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.","2011-10-03","2012-09-30","0.320390","-2","-0.55","Green","0.000000","0.00","Green","2012-11-07","15:34:29"
"016-000002251","589","016","Social Security Administration","Infrastructure - Telecommunications","ITC060101","4387","","Network/Communication Architectures","This investment provides secure, easy-to-use and fast electronic services to the SSA employees and the public via the intranet, internet, telephone services, Wide Area Network (WAN), and Video Tele-Conferencing (VTC) systems.","2012-10-01","2015-09-30","50.823610","0","0.00","Green","8.633840","21.43","Yellow","2014-04-28","16:06:57"
"016-000002140","592","016","Social Security Administration","Intelligent Disability","DDSA0701","1054","","FY11 Intelligent Disability","The goal of the Intelligent Disability (IDIB) program is to provide foundational information technology (IT) to deliver high-quality, citizen-centered service in support of the Social Security Administration's (SSA's) disability claims process. The IDIB investment provides core software common to and necessary for other SSA disability-related investments. IDIB includes several related projects designed to extend and enhance SSA's transition from paper to electronic disability processing.","2010-10-01","2011-09-30","57.955030","0","0.00","Green","-0.816130","-1.41","Green","2012-09-13","18:52:10"
