Unique Investment Identifier,Business Case Id,Performance Metric Id,Agency Performance Metric Id,Performance Metric Actual Id,Agency Performance Metric Actual Id,Actual Result,Actual Result Met/Not Met,Actual Result Comment,Actual Result Date,Updated Date,Updated Time
"024-000005219","1108","6125","191382","45041","205918","99.000000","Met","","2013-01-31","02/28/2013","12:17:13"
"024-000005219","1108","6125","191382","47411","206689","99.370000","Met","","2013-02-28","03/26/2013","08:06:22"
"024-000005219","1108","6125","191382","52955","207125","99.995000","Met","","2013-03-29","04/30/2013","08:27:50"
"024-000005219","1108","6125","191382","57331","207658","99.830000","Met","","2013-04-30","05/31/2013","07:34:40"
"024-000005219","1108","6125","191382","60147","214220","99.650000","Met","","2013-05-31","07/30/2013","07:12:00"
"024-000005219","1108","6125","191382","60148","214274","98.800000","Met","","2013-06-30","07/30/2013","07:12:00"
"024-000005219","1108","6125","191382","64217","217030","99.930000","Met","","2013-07-31","08/30/2013","16:41:21"
"024-000005219","1108","6127","195760","45043","205906","8.000000","Met","","2013-01-31","02/28/2013","12:17:13"
"024-000005219","1108","6127","195760","47413","206688","9.000000","Met","","2013-02-28","03/26/2013","08:06:22"
"024-000005219","1108","6127","195760","52957","207128","7.000000","Met","","2013-03-29","04/30/2013","08:27:50"
"024-000005219","1108","6127","195760","57333","207661","11.000000","Not Met","","2013-04-30","05/31/2013","07:34:40"
"024-000005219","1108","6127","195760","59155","211236","11.000000","Not Met","","2013-05-31","06/28/2013","19:10:53"
"024-000005219","1108","6127","195760","60149","214221","10.000000","Met","","2013-06-30","07/30/2013","07:12:00"
"024-000005219","1108","6127","195760","64219","217028","20.000000","Not Met","","2013-07-31","08/30/2013","16:41:21"
"024-000005219","1108","6129","195799","45045","205905","3.000000","Met","","2013-01-31","02/28/2013","12:17:13"
"024-000005219","1108","6129","195799","47415","206687","5.000000","Not Met","","2013-02-28","03/26/2013","08:06:22"
"024-000005219","1108","6129","195799","52959","207127","1.000000","Met","","2013-03-29","04/30/2013","08:27:50"
"024-000005219","1108","6129","195799","57335","207660","5.000000","Not Met","","2013-04-30","05/31/2013","07:34:40"
"024-000005219","1108","6129","195799","59156","211234","5.000000","Not Met","","2013-05-31","06/28/2013","19:10:53"
"024-000005219","1108","6129","195799","60150","214219","6.000000","Not Met","","2013-06-30","07/30/2013","07:12:00"
"024-000005219","1108","6129","195799","64221","217029","11.000000","Not Met","","2013-07-31","08/30/2013","16:41:21"
"024-000005219","1108","6133","196640","45047","205907","20.000000","Met","","2013-01-31","02/28/2013","12:17:13"
"024-000005219","1108","6133","196640","47417","206686","22.000000","Met","","2013-02-28","03/26/2013","08:06:22"
"024-000005219","1108","6133","196640","52961","207126","31.000000","Met","","2013-03-29","04/30/2013","08:27:50"
"024-000005219","1108","6133","196640","57337","207659","18.000000","Met","","2013-04-30","05/31/2013","07:34:41"
"024-000005219","1108","6133","196640","59157","211235","33.000000","Met","","2013-05-31","06/28/2013","19:10:53"
"024-000005219","1108","6133","196640","60151","214222","17.000000","Met","","2013-06-30","07/30/2013","07:12:00"
"024-000005219","1108","6133","196640","64223","217027","8.000000","Not Met","","2013-07-31","08/30/2013","16:41:21"
"024-000005216","1110","3371","176599","3131","","96.000000","Met","","","02/28/2012","11:57:22"
"024-000005216","1110","3371","176599","14461","","97.000000","Met","","","05/31/2012","11:03:17"
"024-000005216","1110","3371","176599","23149","","97.000000","Met","","","08/21/2012","07:12:29"
"024-000005216","1110","3371","176599","27361","189864","97.000000","Met","97% Ao for  May period 5/1/12-5/31/12","2012-06-18","03/28/2013","15:04:56"
"024-000005216","1110","3371","176599","30661","203255","98.000000","Met","98% Ao for September period 9/1/12-9/30/12","2012-09-30","10/31/2012","19:20:48"
"024-000005216","1110","3371","176599","38077","204919","97.000000","Met","97% Ao for June period 6/1-6/30/12","2012-06-30","12/31/2012","11:34:29"
"024-000005216","1110","3371","176599","38079","204914","97.000000","Met","97% Ao for July period 7/1-7/31/12","2012-07-31","12/31/2012","11:34:29"
"024-000005216","1110","3371","176599","38081","204926","97.000000","Met","97% Ao for August  period 8/1-8/31/12","2012-08-31","12/31/2012","11:34:29"
"024-000005216","1110","3371","176599","38083","204915","97.000000","Met","97% Ao for November period 11/1-11/30/12","2012-11-30","12/31/2012","11:34:29"
"024-000005216","1110","3371","176599","39671","205146","97.000000","Met","97% Ao for December period 12/1-12/31/12","2012-12-31","03/28/2013","15:04:56"
"024-000005216","1110","3371","176599","43335","205695","97.000000","Met","97% for January period 1/1-1/31/13","2013-01-31","02/26/2013","07:19:53"
"024-000005216","1110","3371","176599","48733","204402","97.000000","Met","97% Ao for October period 10/1/12-10/31/12","2012-11-20","03/28/2013","15:04:56"
"024-000005216","1110","3371","176599","48735","206710","97.000000","Met","97% for February period 2/1-2/28/13","2013-02-28","03/28/2013","15:04:56"
"024-000005216","1110","3371","176599","50169","207020","98.000000","Met","98% Ao for March period 3/1-3/31-13","2013-03-31","04/24/2013","07:26:41"
"024-000005216","1110","3371","176599","56849","207707","98.000000","Met","98% Ao for April period 4/1-4/30/13","2013-04-30","05/30/2013","07:22:53"
"024-000005216","1110","3371","176599","59064","210355","98.000000","Met","98% Ao for April period 5/1-5/31/13","2013-05-31","06/28/2013","15:21:20"
"024-000005216","1110","3371","176599","61439","214358","97.000000","Met","97% Ao for June period 6/1/13-6/30/13","2013-07-01","08/01/2013","09:24:17"
"024-000005216","1110","3371","176599","63835","215589","98.000000","Met","98% Ao for July period 7/1/13-7/31/13","2013-08-16","08/30/2013","08:56:12"
"024-000005216","1110","3372","176598","6803","","53.000000","Not Met","","","02/28/2012","11:57:22"
"024-000005216","1110","3372","176598","14463","","53.000000","Not Met","","","05/31/2012","11:03:17"
"024-000005216","1110","3372","176598","17855","","53.000000","Not Met","","","06/29/2012","10:12:54"
"024-000005216","1110","3372","176598","27363","189862","29.000000","Met","29 CM Actions Closed in May","2012-06-18","09/13/2012","15:00:00"
"024-000005216","1110","3372","176598","30663","203256","24.000000","Met","24 Corrective Maintenance Actions Closed in September","2012-09-30","10/31/2012","19:20:48"
"024-000005216","1110","3372","176598","38085","204920","52.000000","Not Met","21 CMs closed for TUS-1 & 31 CMs closed for AJO-1 for period 11/1-11/30/12","2012-11-30","12/31/2012","11:34:29"
"024-000005216","1110","3372","176598","38087","204916","32.000000","Not Met","19 CMs closed for TUS-1 & 13 CMs closed for AJO-1 for period 6/1-6/30/12","2012-06-30","12/31/2012","11:34:29"
"024-000005216","1110","3372","176598","38089","204923","20.000000","Met","5 CMs closed for  TUS-1 & 15 CMs closed for AJO-1 for period 7/1-7/31/12","2012-07-31","12/31/2012","11:34:29"
"024-000005216","1110","3372","176598","38091","204917","48.000000","Not Met","22 CMs closed for TUS-1 & 26 CMs for AJO-1 for period 8/1-8/31/12","2012-08-31","12/31/2012","11:34:29"
"024-000005216","1110","3372","176598","39673","205144","42.000000","Not Met","25 CMs closed for TUS-1 & 17 CMs closed for AJO-1 for period 12/1-12/31/12","2012-12-31","01/29/2013","11:51:26"
"024-000005216","1110","3372","176598","43337","205692","64.000000","Not Met","30 CMs closed for TUS-1 & 34 CMs closed for AJO-1 for period 1/1-1/31/13","2013-01-31","02/26/2013","07:19:53"
"024-000005216","1110","3372","176598","48737","204401","60.000000","Not Met","60 CM Actions Closed in October","2012-11-20","03/28/2013","15:04:56"
"024-000005216","1110","3372","176598","48739","206709","77.000000","Not Met","41 CMs closed for TUS-1 & 36 CMs closed for AJO-1 for period 2/1-2/28/13. With recent SW Build, a higher number of CMs were expected.","2013-02-28","03/28/2013","15:04:56"
"024-000005216","1110","3372","176598","50171","207017","68.000000","Not Met","29 CMs closed for TUS-1 & 39 CMs closed for AJO-1 for period 3/1-3/31/13","2013-03-31","04/24/2013","07:26:41"
"024-000005216","1110","3372","176598","56851","207706","60.000000","Not Met","29 CMs closed for TUS-1 & 31 CMs closed for AJO-1 for period 4/1-4/30/13","2013-04-30","05/30/2013","07:22:53"
"024-000005216","1110","3372","176598","59065","210356","51.000000","Not Met","18 CMs closed for TUS-1 & 33 CMs closed for AJO-1 for period 5/1-5/31/13","2013-05-31","06/28/2013","15:21:20"
"024-000005216","1110","3372","176598","61440","214359","53.000000","Not Met","29 CMs closed for TUS-1 & 24 CMs closed for AJO-1 for period 6/1-6/30/13","2013-07-01","08/01/2013","09:24:17"
"024-000005216","1110","3372","176598","63837","215587","64.000000","Not Met","40 CMs closed for TUS-1 & 24 CMs closed for AJO-1 for period 7/1-7/31/13","2013-08-16","08/30/2013","08:56:12"
"024-000005216","1110","3373","176596","6805","","95.000000","Met","","","12/20/2011","16:46:48"
"024-000005216","1110","3373","176596","27365","189865","67.100000","Met","67.1 hours of downtime for period 6/1-6/30 caused by Priority 1 failures to the Block 1 system.","2012-06-30","09/13/2012","15:00:00"
"024-000005216","1110","3373","176596","39675","205147","378.400000","Not Met","378.4 hours of downtime for period 12/1-12/31/12","2012-12-31","01/29/2013","11:51:26"
"024-000005216","1110","3373","176596","43339","205693","387.900000","Not Met","387.9 hours of downtime for Block 1 system for period 1/1-1/31/13","2013-01-31","02/26/2013","07:19:53"
"024-000005216","1110","3373","176596","48731","206708","317.100000","Met","317.1 hours of downtime for Block 1 system for period 2/1-2/28/13","2013-02-28","03/28/2013","15:04:56"
"024-000005216","1110","3373","176596","50173","207018","223.600000","Met","223.6 hours of downtime for Block 1 system for period 3/1-3/31-13","2013-03-31","04/24/2013","07:26:41"
"024-000005216","1110","3373","176596","56853","207708","255.700000","Met","255.7 hours of downtime for Block 1 system for period 4/1-4/30/13","2013-04-30","05/30/2013","07:22:54"
"024-000005216","1110","3373","176596","59066","210357","187.500000","Met","187.5 hours of downtime for Block 1 system for period 5/1-5/31/13","2013-05-31","06/28/2013","15:21:20"
"024-000005216","1110","3373","176596","61441","214360","327.300000","Met","327.3 hours of downtime for Block 1 system for period 6/1-6/30/13","2013-07-01","08/01/2013","09:24:17"
"024-000005216","1110","3373","176596","63839","215588","239.200000","Met","239.2 hours of downtime for Block 1 system for  period 7/1/13-7/31/13","2013-08-16","08/30/2013","08:56:13"
"024-000005216","1110","3375","176600","6809","","15.000000","Not Met","","","02/28/2012","11:57:22"
"024-000005216","1110","3375","176600","27367","189863","94.000000","Met","This is an annual calculation.","2012-05-06","09/13/2012","15:00:00"
"024-000005216","1110","3375","176600","59067","210354","94.000000","Met","94% fill rate for period 5/1/12-4/30/13 - annual metric","2013-05-31","06/28/2013","15:21:20"
"024-000005216","1110","3376","176595","27369","189866","32.000000","Met","32 component failures for period 5/1/12-5/31/12","2012-05-31","03/28/2013","15:04:56"
