Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2012,Target 2013,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Result Met/Not Met,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6683","","% of time system is up and fully operational during regular work hours.","%","215-Technology - Reliability and Availability","90.000000","95.000000","Over target","Monthly","","","","","","","","08/02/2013","13:13:37"
"429-000000003","1265","429","Nuclear Regulatory Commission","Strategic Acquisition System (STAQS)","6685","","% of time the NEAT Portal is operational during regular business hours.","%","112-Customer Results - Service Coverage","90.000000","95.000000","Over target","Monthly","","","","","","","","08/02/2013","13:13:37"
"027-000000010","593","027","Office of Personnel Management","Consolidated Business Information System (CBIS)","1699","","This metric will measure our compliance against the Federal Prompt Payment guidance expected to be at 98%.","Percent","103-Mission and Business Results - Management of Government Resources","0.980000","0.980000","Over target","Monthly","","45957","","0.989000","Met","Based upon Prompt Pay report generated 03/05/2013, the Feb FY13 compliance is 98.9%.","2013-02-28","08/14/2013","12:33:24"
"027-000000010","593","027","Office of Personnel Management","Consolidated Business Information System (CBIS)","1700","","Maintain core financial system availability to users at 95% or more.","Percent","215-Technology - Reliability and Availability","0.950000","0.950000","Over target","Monthly","","45965","","0.994000","Met","Based upon the 2013 0307 1 3 1 24 5 Mon IT Host Ap Mgmt February 2013.doc Deliverable percentage was 99.4%","2013-02-28","08/14/2013","12:33:24"
"027-000000010","593","027","Office of Personnel Management","Consolidated Business Information System (CBIS)","1701","","Measures the percentage of time taken to resolve incidents by criticality.  Calculation: Incidents solved within the acceptable timeframe/ Total number of incidents * 100","Percent","113-Customer Results - Timeliness and Responsiveness","0.940000","0.950000","Over target","Monthly","","45975","","1.000000","Met","Based upon the 2013 0307 1 3 1 24 5 Mon IT Host Ap Mgmt February 2013.doc Deliverable percentage was 100%.","2013-02-28","08/14/2013","12:33:24"
"027-000000010","593","027","Office of Personnel Management","Consolidated Business Information System (CBIS)","1703","","Provide project management leadership for CBIS Project and maintain an Earned Value Management (EVM) monthly schedule variance of 20% or less.","Percent","212-Technology - Quality Assurance","1.000000","1.000000","Over target","Monthly","","19159","","0.910000","Not Met","The CBIS EVM is pending clarification of baseline change request submitted by the investment. The EVM rating for CBIS is Green as of 4/18/2012.","","08/14/2013","12:33:24"
"027-000000010","593","027","Office of Personnel Management","Consolidated Business Information System (CBIS)","6301","","Measures the percentage of expiring budget authority compared to total funds (unobligated funds).  Calculation:  Expired Unobligated Funds / Total Funds &#61;  % of Lapsing Unobligated Balances","Expired Unobligated Funds/Total Funds&#61;% o","103-Mission and Business Results - Management of Government Resources","","0.200000","Under target","Quarterly","","","","","","","","08/14/2013","12:33:24"
"027-000000010","593","027","Office of Personnel Management","Consolidated Business Information System (CBIS)","6303","","Measures number of successful backup/restore cycles expressed as a proportion of backup/restore cycles the SI is contractually obligated to run.Calculation:  # of successful completions of Backup/Restore / # of obligated Backup/Restore cycles during evaluation period X 100","Percent","213-Technology - Efficiency","1.000000","1.000000","Over target","Monthly","","","","","","","","08/14/2013","12:33:24"
"027-000000010","593","027","Office of Personnel Management","Consolidated Business Information System (CBIS)","6305","","Average response time between the government user interface and service provider's primary applications server using time measure for opening and moving between screens; also, measured through calculation of ping-time. Additionally, measures average response time in retrieve queries from online data storage.","Percent","213-Technology - Efficiency","0.020000","0.020000","Under target","Monthly","","","","","","","","08/14/2013","12:33:24"
"027-999990032","594","027","Office of Personnel Management","Human Resources Line of Business (HR LOB)","298","","Coordinate bi-monthly meetings with OPM system owners to effectively govern OPM interoperability and integration efforts.","Meetings","114-Customer Results - Service Quality","3.000000","3.000000","Over target","Semi-Annual","","39275","","1.000000","Not Met","","2012-12-18","06/10/2013","10:41:23"
"027-999990032","594","027","Office of Personnel Management","Human Resources Line of Business (HR LOB)","299","","Evaluate Shared Service Center (SSC) performance results against mandatory SSC performance measures with Performance Measures Tool.","Reports","204-Process and Activities - Quality","4.000000","1.000000","Over target","Quarterly","","57583","","1.000000","Met","","2013-04-16","06/10/2013","10:41:23"
"027-999990032","594","027","Office of Personnel Management","Human Resources Line of Business (HR LOB)","300","","Publish update of HRIT Inventory for stakeholders.","Reports","206-Process and Activities - Management and Innovation","0.000000","1.000000","Over target","Semi-Annual","","28133","","1.000000","Met","","2012-08-29","06/10/2013","10:41:23"
"027-999990032","594","027","Office of Personnel Management","Human Resources Line of Business (HR LOB)","301","","Engage stakeholders at governance meetings on a monthly basis.","Meetings","111-Customer Results - Customer Benefit","0.000000","1.000000","Over target","Monthly","","57593","","1.000000","Met","MAESC Meeting","2013-05-07","06/10/2013","10:41:23"
"027-999990032","594","027","Office of Personnel Management","Human Resources Line of Business (HR LOB)","302","","Review and analyze migration deliverables from all ongoing migrations and update agency migration progress.","Reports","201-Process and Activities - Financial","0.000000","1.000000","Over target","Monthly","","57599","","1.000000","Met","Labor Meeting","2013-05-10","06/10/2013","10:41:23"
"027-999990032","594","027","Office of Personnel Management","Human Resources Line of Business (HR LOB)","6151","","Update agency alignment statistics for HR and payroll.","Reports","206-Process and Activities - Management and Innovation","0.000000","1.000000","Over target","Quarterly","","57589","","1.000000","Met","","2013-04-15","06/10/2013","10:41:23"
"027-000000029","595","027","Office of Personnel Management","Health Claims Data Warehouse and Analysis (HCDW)","1693","","Lifecycle support services through deployment","Within 10% of schedule and cost","213-Technology - Efficiency","0.100000","0.100000","Under target","Monthly","","46697","","0.300000","Not Met","The HCDW is outside of this metric due to multiple hardware outages of the grid environment. The outage occured May 2012 - Sept 2012 and June 2012 and is still unstable until present. ","2013-02-21","08/14/2013","12:07:12"
"027-000000029","595","027","Office of Personnel Management","Health Claims Data Warehouse and Analysis (HCDW)","1694","","FISMA/IT Security compliance activities","ATO and IT Security Compliance","205-Process and Activities - Security and Privacy","1.000000","1.000000","Over target","Semi-Annual","","31869","","1.000000","Met","ATO and IT Security Compliance","2012-07-31","08/14/2013","12:07:12"
"027-000000029","595","027","Office of Personnel Management","Health Claims Data Warehouse and Analysis (HCDW)","1695","","User Training events","Training Events","114-Customer Results - Service Quality","3.000000","5.000000","Over target","Semi-Annual","","","","","","","","08/14/2013","12:07:12"
"027-000000029","595","027","Office of Personnel Management","Health Claims Data Warehouse and Analysis (HCDW)","1696","","% of milestones achieved during the Monthly Program Management Reviews (PMRs) with stakeholders reviewing milestones","Percentage complete","114-Customer Results - Service Quality","8.000000","12.000000","Over target","Monthly","","46715","","1.000000","Not Met","Conducted PMR meeting 2/19/2013","2013-02-21","08/14/2013","12:07:12"
"027-000000029","595","027","Office of Personnel Management","Health Claims Data Warehouse and Analysis (HCDW)","1697","","Acquisition and implementation of Hardware and Software","Percentage Complete","216-Technology - Effectiveness","80.000000","90.000000","Over target","Semi-Annual","","31871","","80.000000","Met","Percentage Complete","2012-07-01","08/14/2013","12:07:12"
"027-000000029","595","027","Office of Personnel Management","Health Claims Data Warehouse and Analysis (HCDW)","6043","","Increase analytical data available for analysis","Percent Increase","212-Technology - Quality Assurance","60.000000","65.000000","Over target","Semi-Annual","","31873","","60.000000","Met","Percent Increase","2012-09-30","08/14/2013","12:07:12"
