Unique_Investment_Identifier,Agency Code,Investment Title,Performance_Metric_ID,Metric_Description,Unit_of_Measure,Measurement_category,Baseline,Target for CY,Metric_results
026-000005010,26,JSC DA Flight Operations User Applications (UA),1274,SR Delivery.  Customers submit service requests via an SR.  The performing org reviews available resources and assigns a target date for completion.  This completion date is called Release to Operations (RTO).  This metric represents the percentage of highest priority SRs (Flight P1) completed on or before the RTO date.  It is calculated by dividing the number of SR deliveries meeting the specified date by the total number of SR deliveries.,Percent,113-Customer Results - Timeliness and Responsiveness,85.938,95.0,Not Met
026-000005010,26,JSC DA Flight Operations User Applications (UA),1276,UACB Extension.  Performing organizations are required to bring SRs to the User Apps Control Board for disposition within a predetermined time period.  Disposition presentations can be delayed for a number of reasons and increase the likelihood of implementation delays.  This metric represents the percentage of SRs that were delayed and required a UACB extension.  (This is a new metric for FY12.  No prior year data exists.),Percent,203-Process and Activities - Cycle Time and Timeliness,0.0,5.0,Met
026-000005020,26,JSC DA Mission Control Center Systems (MCCS),1277,Anomaly Density.  Software errors are reported via anomaly reports (ARs).  Anomaly density is calculated by dividing the number of outstanding ARs by the number of executable lines of software code (1 AR per 5 thousand lines of code = .2).,Percent,214-Technology - Information and Data,0.2,0.2,Met
026-000005020,26,JSC DA Mission Control Center Systems (MCCS),1278,Design Review & Analysis.  Customers submit requests for modifications via Support Requests (SR).  SRs are assigned to systems engineers who complete design reviews and analyze initial cost impact.   Reviews and analysis of approved modifications should be completed within 8 weeks.  This metric represents how frequently this is achieved.  It is calculated by dividing the number of SRs meeting the criteria by the total number of SRs received.,Percent,213-Technology - Efficiency,95.0,95.0,Met
026-000005020,26,JSC DA Mission Control Center Systems (MCCS),1281,"System Availability.  This metric measures MCCS critical services availability.  This metric is calculated by dividing the amount of operational time by the total time during the period, less scheduled outages.",Percent,215-Technology - Reliability and Availability,98.0,99.0,Met
026-000005020,26,JSC DA Mission Control Center Systems (MCCS),4439,"Delivery of Non-Flight P1 SRs. Customers submit service requests via an SR. The performing org reviews available resources and assigns a target date for completion. This completion date is called Release to Operations (RTO). This metric represents the percentage of high priority SRs (Non-Flight related, Priority 1) completed on or before the RTO date. It is calculated by dividing the number of SR deliveries meeting the specified date by the total number of SR deliveries made.",Percent,113-Customer Results - Timeliness and Responsiveness,95.0,95.0,Met
026-000005030,26,JSC DA Space Station Training Facility (SSTF),1330,Anomaly Density.  Software errors are reported via anomaly reports (ARs).  Anomaly density is calculated by dividing the number of outstanding ARs by the number of executable lines of software code (1 AR per 5 thousand lines of code = .2).,Percent,214-Technology - Information and Data,0.2,0.2,Met
026-000005030,26,JSC DA Space Station Training Facility (SSTF),1331,Design Review & Analysis.  Customers submit requests for modifications via Support Requests (SR).  SRs are assigned to systems engineers who complete design reviews and analyze initial cost impact.   Reviews and analysis of approved modifications should be completed within 10 weeks.  This metric represents how frequently this is achieved.  It is calculated by dividing the number of SRs meeting the criteria by the total number of SRs received.,Percent,213-Technology - Efficiency,95.0,95.0,Met
026-000005030,26,JSC DA Space Station Training Facility (SSTF),1332,"Delivery of Flight P1 SRs.  Customers submit service requests via an SR.  The performing org reviews available resources and assigns a target date for completion.  This completion date is called Release to Operations (RTO).  This metric represents the percentage of highest priority SRs (Flight-related, Priority 1) completed on or before the RTO date.  It is calculated by dividing the number of SR deliveries meeting the specified date by the total number of SR deliveries made.",Percent,113-Customer Results - Timeliness and Responsiveness,95.0,95.0,Met
026-000005030,26,JSC DA Space Station Training Facility (SSTF),1334,"System Availability.  This metric measures training systems availability.  This metric is calculated by dividing the amount of operational time by the total time during the period, less scheduled outages.",Percent,215-Technology - Reliability and Availability,97.0,99.0,Met
026-000005030,26,JSC DA Space Station Training Facility (SSTF),4440,"Delivery of Non-Flight P1 SRs. Customers submit service requests via an SR. The performing org reviews available resources and assigns a target date for completion. This completion date is called Release to Operations (RTO). This metric represents the percentage of high priority SRs (Non-Flight related, Priority 1) completed on or before the RTO date. It is calculated by dividing the number of SR deliveries meeting the specified date by the total number of SR deliveries made.",Percent,113-Customer Results - Timeliness and Responsiveness,95.0,95.0,Met
026-000001408,26,JSC Software Development/Integration Laboratory,1346,Test Platform Availability,Percentage,115-Customer Results - Service Accessibility,98.0,98.0,Met
026-000001408,26,JSC Software Development/Integration Laboratory,1347,Planned Operations,Hours/Week,102-Mission and Business Results - Support Delivery of Services,120.0,120.0,Not Met
026-000001408,26,JSC Software Development/Integration Laboratory,1348,planned Maintenance,Less than 8 hrs/week,202-Process and Activities - Productivity,8.0,8.0,Not Met
026-000001408,26,JSC Software Development/Integration Laboratory,1349,Upplanned Maintenance,Less Than 1.5 hrs/week,202-Process and Activities - Productivity,1.5,1.5,Met
026-000001408,26,JSC Software Development/Integration Laboratory,1350,Mission Essential Data Availability,Percentage,205-Process and Activities - Security and Privacy,96.0,96.0,Met
026-000001001,26,MSFC - ED - Payload Operations and Integration Center (POIC),1351,Telemetry Services availability,percent,115-Customer Results - Service Accessibility,97.0,97.0,Met
026-000001001,26,MSFC - ED - Payload Operations and Integration Center (POIC),1352,Command Services availability,percent,115-Customer Results - Service Accessibility,97.0,97.0,Met
026-000001001,26,MSFC - ED - Payload Operations and Integration Center (POIC),1353,Voice Services availability,percent,115-Customer Results - Service Accessibility,97.0,97.0,Met
026-000001001,26,MSFC - ED - Payload Operations and Integration Center (POIC),1354,Single Outage Duration,hours,215-Technology - Reliability and Availability,3.5,3.5,Met
026-000001001,26,MSFC - ED - Payload Operations and Integration Center (POIC),1355,Non-mission support service hours,hours,202-Process and Activities - Productivity,495.0,495.0,Met
026-000001001,26,MSFC - ED - Payload Operations and Integration Center (POIC),1356,Mission support service hours,hours,202-Process and Activities - Productivity,756.0,756.0,Met
026-000001502,26,NASA Center for Climate Simulation (NCCS),1357,The number of scientific research projects supported by the NCCS.,number,113-Customer Results - Timeliness and Responsiveness,150.0,150.0,Met
026-000001502,26,NASA Center for Climate Simulation (NCCS),1358,The percentage of time that the high performance computing cluster is available to the scientific user community.,percentage,115-Customer Results - Service Accessibility,95.0,95.0,Not Met
026-000001502,26,NASA Center for Climate Simulation (NCCS),1359,The percentage of hours on the high performance computing Cluster used by the scientific user community.,percentage,202-Process and Activities - Productivity,80.0,80.0,Not Met
026-000001502,26,NASA Center for Climate Simulation (NCCS),1360,The amount of high performance computational resources available to the scientific user community in trillions of floating point operations per second (TFLOPS).,number,213-Technology - Efficiency,31.25,450.0,Met
026-000001502,26,NASA Center for Climate Simulation (NCCS),1361,"The storage capacity of the mass storage system, given in petabytes (PB), for the scientific user community to store their ever more complex data products.",number,214-Technology - Information and Data,27.0,27.0,Met
026-000001101,26,NASA Financial / Business Management Program,1367,NEACC Satisfaction Rating,Number,111-Customer Results - Customer Benefit,3.97,3.5,Met
026-000001101,26,NASA Financial / Business Management Program,1368,Customer Satisfaction on Ticket Closure,Number,114-Customer Results - Service Quality,4.86,4.2,Met
026-000001101,26,NASA Financial / Business Management Program,1369,Production Application Availability,Percent,215-Technology - Reliability and Availability,100.0,98.0,Met
026-000001101,26,NASA Financial / Business Management Program,1370,Severity 2 Resolved within 8 Primary Business Hours,Percent,203-Process and Activities - Cycle Time and Timeliness,100.0,90.0,Met
026-000001101,26,NASA Financial / Business Management Program,1371,Applications Enhancement On-Schedule Delivery,Percent,202-Process and Activities - Productivity,97.85,93.0,Met
026-000001124,26,NASA High-End Computing Capability (HECC),1378,"System utilization: total # of HEC cycles, expressed in Millions of new system billing units (SBUs), provided in the current month to support NASA's mission directorates and goals. The given actual for PY is a monthly average of total cycles delivered in PY.",Millions of SBUs/mo,113-Customer Results - Timeliness and Responsiveness,2.3,4.6,Not Met
026-000001124,26,NASA High-End Computing Capability (HECC),1379,"Productivity enhancements provided that increase users' productivity in utilizing HECC resources for their simulations and data analysis. Enhancements include: optimizing code performance such as runtime or memory footprint; porting codes to HECC resources; troubleshooting code errors, compiler issues, library interfaces, I/O problems etc.; and providing tools and scripts to ease their task of using our systems.",# enhancements/6mo,114-Customer Results - Service Quality,13.0,20.0,Met
026-000001124,26,NASA High-End Computing Capability (HECC),1380,"HEC System Reliability: Mean Time Between Interrupts (MTBI) over the previous 6 months. Values reported are for unscheduled outages. NASA/industry standards (e.g., CLeMO) classify 10 days MTBI as 'target' performance and 14 days MTBI as 'best-in-class' performance.",Days,215-Technology - Reliability and Availability,10.0,14.0,Met
