Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
2821,INCR 1 End - (Tracking System Fielding),Field application to Labor Relations users and provide training to support operations.  Prepare for 'go live' of the application.,Usable Functionality,2011-08-10,2012-02-23,0.249,0.249,Completed - Costs Pending,1,08/14/2012,11722,198 days,197 days,0 days
2822,"INCR 1 End - User testing and acceptance, full implementation","Planned development, testing and implementation of SES Collaborative website system",Usable Functionality,2011-05-02,2011-10-31,0.59032,0.59032,Completed - Closed,1,08/14/2012,11723,182 days,182 days,0 days
2823,Planning State Completed,"Acquisition planning and requirements gathering, contract award",Key Deliverable,2011-07-26,2011-10-17,0.16966900000000001,0.16966900000000001,Completed - Closed,1,08/14/2012,11724,83 days,83 days,0 days
2824,Increment 1 Complete,The initial prototype is completed and ready for refine based on customer feedback.,Usable Functionality,2011-08-23,2011-12-19,0.416682,0.79698,Completed - Closed,1,07/17/2012,11725,121 days,119 days,-1 days
2824,Increment 2 (proof-of-Concept Complete,Completion milestone,Usable Functionality,2011-12-23,2012-05-24,1.843286,1.843286,Completed - Costs Pending,1,07/17/2012,11726,157 days,153 days,0 days
2824,Increment 3 (IOC COP Prototype) Complete,Zero activity milestone that denotes completion of increment 3 for IOC COP Prototype.,Usable Functionality,2012-03-09,2012-06-20,1.6234819999999999,1.6234819999999999,In-progress,1,07/17/2012,11727,103 days,,-71 days
2825,STS VA Enterprise Terminology Services (VETS12): Planning Finish along with lessons learned documentation,The project team has acceptance from the customer and a lessons learned meetings have taken place.  All documentation has been stored in project records.,Key Deliverable,2011-07-29,2012-01-30,0.2,0.21,Completed - Costs Pending,1,06/21/2012,11728,185 days,185 days,0 days
2827,Planning State Completed,FY12 PIV Site Enhancements and Expansions Project Planning Completed,Key Deliverable,2011-10-03,2012-02-03,0.3,0.3,In-progress,1,05/21/2012,11730,123 days,,0 days
2828,Planning State Completed,FY12 HSPD-12 PACS Enterprise System Planning Finish,Key Deliverable,2011-10-03,2012-02-03,0.3,0.3,In-progress,1,05/21/2012,11731,123 days,,0 days
2226,Increment 2: EDIS IOC Entry,Develop enhancements and improving existing functionality for EDIS,Usable Functionality,2012-02-01,2012-08-01,2.155984,2.448738,In-progress,1,06/21/2012,11744,182 days,,0 days
2840,Planning State Completed,Analysis and System Design,Key Deliverable,2011-03-21,2012-06-01,0.09423200000000001,0.09423200000000001,In-progress,1,06/21/2012,11745,438 days,,0 days
2841,M: Planning Stage Complete,CVT review completed,Key Deliverable,2011-09-16,2012-04-13,0.712294,1.749809,In-progress,1,06/21/2012,11746,210 days,,17 days
2842,M: Planning State Completed,Requirement solution analysis and system design,Key Deliverable,2011-03-21,2012-06-01,0.114927,0.114927,Completed - Costs Pending,1,08/14/2012,11747,438 days,438 days,0 days
2843,Planning State Completed (UPM P F),Requirement solution analysis and system design,Key Deliverable,2011-03-21,2012-04-02,0.25054899999999997,0.25054899999999997,In-progress,1,08/14/2012,11748,378 days,,0 days
2276,Increment 4 Finish Background Processor Purge Analysis,Development work to enhance the Background Processor Purge functionality,Usable Functionality,2011-12-05,2012-06-01,0.26510300000000003,0.26510300000000003,Completed - Costs Pending,1,08/14/2012,11749,179 days,179 days,0 days
2277,Increment 4 Finish VistA Imaging Service Architecture,Allows the storage of all DICOM images in DICOM format without changing or transforming the presentation which previously could only be stored in TGA format.,Usable Functionality,2011-12-05,2012-06-01,1.349043,1.349043,Completed - Costs Pending,1,08/14/2012,11750,179 days,179 days,0 days
2281,"Increment 1 - VistA Accounts Receivable (AR), VistA Integrated Billing (IB), Group Notes (Coding) Complete","Performation) and local testing for the AR, IB, and Group Notes applications to convert to the CMS-mandated code sets, ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.",Usable Functionality,2011-10-03,2012-02-21,1.1206209999999999,1.1206209999999999,Completed - Costs Pending,1,08/14/2012,11751,142 days,141 days,0 days
2281,Increment 4 - VistA Fee Basis (FEE) (Coding) Complete,"Perform development (aka remediation) and local testing for the FEE application to convert and validate remediated software has been converted to the CMS-mandated code sets: ICD-10-CM and ICD-10-PCS, by the federal compliance deadline of 10/1/2013",Usable Functionality,2011-12-01,2012-04-19,1.1206209999999999,1.1206209999999999,Completed - Costs Pending,1,08/14/2012,11753,141 days,140 days,0 days
2281,INCR 6 - VistA Fee Basis (FEE) (Testing) Complete,"Perform integration testing to verify remediated code for the FEE application is successfully converted to the CMS-mandated code sets: ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.",Usable Functionality,2012-04-10,2012-09-10,1.1206209999999999,1.1206209999999999,In-progress,1,08/14/2012,11755,153 days,,0 days
2281,"Increment #3 - VistA Accounts Receivable (AR), VistA Integrated Billing (IB), Group Notes (Testing)","Perform integration testing to verify remediated code for the AR, IB, and Group Notes applications is successfully converted to the CMS-mandated code sets: ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.",Usable Functionality,2012-02-10,2012-07-02,1.1206209999999999,1.1206209999999999,In-progress,1,08/14/2012,11756,143 days,,0 days
2283,"INCR 1 End - (ADT, Scheduling, Prosthetics & ACR VA Approved)","Perform development (aka remediation) and local testing for the ADT, VistA Scheduling, VistA National Prosthetics, and ACR applications to convert to the CMS-mandated code sets, ICD-10-CM and ICD-10-PCS, by the 10/1/2013 mandated compliance deadline.",Usable Functionality,2011-10-03,2012-04-10,1.1206209999999999,1.1206209999999999,Completed - Costs Pending,1,08/14/2012,11757,190 days,190 days,0 days
2284,INCR 8 End - DRG (Testing) Complete,"Perform integration testing to verify remediated code for the VA's Diagnostic Related Group (DRG) application is successfully converted to the federally mandated code sets: ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.",Usable Functionality,2012-02-06,2012-06-21,1.1206209999999999,1.1206209999999999,In-progress,1,08/14/2012,11758,136 days,,0 days
2284,INCR 7 End - AICS & PCE Testing Complete,"Perform integration testing to verify remediated code for VistA Automated Information Collection Systems ( AICS) and Patient Care Encounter (PCE) applications is successfully converted to mandated code sets: ICD-10-CM and ICD-10-PCS, by 10/1/2013.",Usable Functionality,2012-03-02,2012-07-30,1.1206209999999999,1.1206209999999999,In-progress,1,08/14/2012,11760,150 days,,0 days
2323,Increment Complete Capabilities Enhancement,Completion of the Core Development team's work to enhance the stability and reliability of the MHV Platform,Usable Functionality,2011-09-15,2011-12-09,0.15,0.15,Completed - Costs Pending,1,06/21/2012,11764,106 days,85 days,0 days
2323,End of second FY 12 Increment for Change Request and Enhancements Release,End of second FY 12 Increment for Change Request and Enhancements Release,Usable Functionality,2012-04-02,2012-07-31,0.8,0.8,In-progress,1,06/21/2012,11765,89 days,,0 days
2844,UPM: Receive PMAS Readiness Executive Decision Memorandum (EDM) - M/S 1,Receive leadership approval to progress project to active phase.,Key Deliverable,2012-03-05,2012-08-14,2.2701,1.7843,In-progress,1,08/14/2012,11767,168 days,,45 days
2354,"INCR 4 End - (Deliver SCIP SAT Budget Creation, Budget Execution Modules)","Delivery of the SCIP SAT Budget Creation, Budget Execution Modules which will enable users to pull prioritized projects into a complete budget request and when approved execute against those approved dollars",Usable Functionality,2011-12-16,2012-06-30,0.574579,0.574579,In-progress,1,08/14/2012,11768,182 days,,0 days
2355,INCR 3 End (Benefits),This increment will allow the HR specialist to document and track all the benefits of new VA employees as well as track the workload of each HR specialist and providing a standard report to leadership.,Usable Functionality,2011-12-01,2012-04-30,0.03,0.03,Completed - Costs Pending,1,08/14/2012,11769,151 days,151 days,0 days
2355,INCR 2 End - (Programs and Services),"The programs, services & classifications increment will allow the HR specialist to track the classification of each job action as well as track the workload of each HR specialist and providing a standard report to leadership.",Usable Functionality,2011-11-01,2012-03-29,0.035,0.035,Completed - Costs Pending,1,08/14/2012,11770,150 days,149 days,0 days
2355,INCR 1 End - (Staffing),The staffing increment will allow the HR specialists to tracking the progress of a staffing action as well a track the workload of each HR specialist and providing a standard report to leadership.,Usable Functionality,2011-08-10,2012-02-24,0.028,0.028,Completed - Costs Pending,1,08/14/2012,11771,198 days,198 days,0 days
2358,UPM Increment 10 End: Develop/ deploy Q2 release. Requirements/ plan for next release to meet customer-specific timelines,FY12 Q2: VB Handbook Q2 updates/ Pathways 1.1 enhancements/ CHAMPVA planning/ ESR enhancements,Usable Functionality,2012-01-03,2012-03-16,0.583,0.583,Completed - Costs Pending,1,06/21/2012,11773,87 days,73 days,0 days
2358,UPM Increment 11 End: Develop/ deploy Q3 release. Requirements/plan for next release to meet customer-specific timelines,FY12 Q3: VB Handbook Q3 updates/ Oracle 11G upgrade/CHAMPVA Data Migration/ESR enhancements,Usable Functionality,2012-04-02,2012-09-30,0.583,0.583,In-progress,1,06/21/2012,11774,88 days,,0 days
2845,Increment Finish: Implement Computer Associates 12.5 Patch,Implement Computer Associates 12.5 Patch for Improved Synchronization,Usable Functionality,2011-06-30,2011-12-30,0.25045300000000004,0.25045300000000004,Completed - Costs Pending,1,05/21/2012,11775,183 days,183 days,0 days
2845,Increment Finish: Implement Crystal Reporting,Implement High Level Reporting Capability in Production.,Usable Functionality,2011-06-15,2011-11-30,0.21587199999999998,0.21587199999999998,Completed - Closed,1,05/21/2012,11776,153 days,168 days,0 days
2845,Increment Finish: Move Card Management System In-House,Move the Card Management System in-house to VA Data Centers.,Usable Functionality,2011-05-01,2011-10-31,0.204344,0.204344,In-progress,1,05/21/2012,11777,183 days,,0 days
2846,Planning State Completed,Complete planning for Integrated Disability Evaluation System Proof of Concept.,Key Deliverable,2011-10-03,2012-02-15,0.15290399999999998,0.15290399999999998,Completed - Costs Pending,1,08/14/2012,11778,28 days,135 days,0 days
2378,INCR 4 Finish Develop interface between DCIPS & VADIR/Earnings Loss Study: Musculoskeletal Parts of VA Schedule for Rating Disabilities,Develop an interface to provide demographic and M/H data for use in an assessment being conducted for VBA; analysis of loss of earnings' capacity due to a musculoskeletal disability.,Usable Functionality,2012-01-03,2012-06-29,1.5716,1.5716,In-progress,1,08/14/2012,11779,178 days,,0 days
2384,Increment 3 End Support Dec2011 Pilot,Support 2011 VCC Pilot. Develop and enhance mid-tier data services for specified data domains.,Usable Functionality,2011-10-03,2012-01-27,1.015218,1.015218,Completed - Costs Pending,1,08/14/2012,11781,116 days,116 days,0 days
2848,Planning State Completed,Planning State Completed,Key Deliverable,2011-09-01,2011-12-07,0.15,0.15,Completed - Closed,1,06/21/2012,11783,60 days,97 days,0 days
1621,PROJ: ITI MSSS Hosting - Rational License Renewal (Provista),Rational License Renewal (Provista),Key Deliverable,2011-09-28,,0.146,,Completed - Closed,1,08/31/2012,11889,0 days,0 days,0 days
1621,PROJ: ITI MSSS Hosting - Hosting Equipment Buyout,Hosting Equipment Buyout,Key Deliverable,2011-09-30,,1.0698,,Completed - Closed,1,08/31/2012,11890,31 days,31 days,0 days
1621,PROJ: ITI MSSS Hosting - Direct Material and Services (O&M) FY 2012,Direct Material and Services (O&M) FY 2012,,2012-06-01,2012-09-28,4.3551,4.3551,In-progress,1,08/31/2012,11891,119 days,,0 days
